datum,altersgruppe,neuPositiv,inzidenz7tage
2021-05-01,60-79,4,44.24
2021-05-01,80+,0,0
2021-05-02,00-04,0,171.23
2021-05-02,05-14,0,230.67
2021-05-02,15-34,2,162.27
2021-05-02,35-59,4,133.35
2021-05-02,60-79,1,47.93
2021-05-02,80+,0,0
2021-05-03,00-04,0,171.23
2021-05-03,05-14,1,224.08
2021-05-03,15-34,4,165.45
2021-05-03,35-59,3,129.75
2021-05-03,60-79,1,51.62
2021-05-03,80+,0,0
2021-05-04,00-04,3,188.36
2021-05-04,05-14,11,184.54
2021-05-04,15-34,10,152.72
2021-05-04,35-59,12,115.33
2021-05-04,60-79,8,62.68
2021-05-04,80+,1,11.07
2021-05-05,00-04,3,205.48
2021-05-05,05-14,5,164.77
2021-05-05,15-34,7,133.63
2021-05-05,35-59,12,113.53
2021-05-05,60-79,2,66.37
2021-05-05,80+,0,11.07
2021-05-06,00-04,6,239.73
2021-05-06,05-14,8,197.72
2021-05-06,15-34,9,130.45
2021-05-06,35-59,15,122.54
2021-05-06,60-79,0,62.68
2021-05-06,80+,1,22.14
2021-05-07,00-04,3,273.97
2021-05-07,05-14,1,177.95
2021-05-07,15-34,2,127.27
2021-05-07,35-59,6,115.33
2021-05-07,60-79,2,66.37
2021-05-07,80+,0,22.14
2021-05-08,00-04,1,273.97
2021-05-08,05-14,3,191.13
2021-05-08,15-34,6,127.27
2021-05-08,35-59,8,108.12
2021-05-08,60-79,4,66.37
2021-05-08,80+,1,33.21
2021-05-09,00-04,0,273.97
2021-05-09,05-14,0,191.13
2021-05-09,15-34,1,124.09
2021-05-09,35-59,2,104.52
2021-05-09,60-79,0,62.68
2021-05-09,80+,0,33.21
2021-05-10,00-04,1,291.1
2021-05-10,05-14,2,197.72
2021-05-10,15-34,1,114.54
2021-05-10,35-59,2,102.72
2021-05-10,60-79,0,58.99
2021-05-10,80+,0,33.21
2021-05-11,00-04,3,291.1
2021-05-11,05-14,5,158.18
2021-05-11,15-34,11,117.72
2021-05-11,35-59,15,108.12
2021-05-11,60-79,7,55.31
2021-05-11,80+,1,33.21
2021-05-12,00-04,0,239.73
2021-05-12,05-14,2,138.4
2021-05-12,15-34,7,117.72
2021-05-12,35-59,6,97.31
2021-05-12,60-79,0,47.93
2021-05-12,80+,0,33.21
2021-05-13,00-04,1,154.11
2021-05-13,05-14,3,105.45
2021-05-13,15-34,1,92.27
2021-05-13,35-59,4,77.49
2021-05-13,60-79,0,47.93
2021-05-13,80+,0,22.14
2021-05-14,00-04,1,119.86
2021-05-14,05-14,2,112.04
2021-05-14,15-34,8,111.36
2021-05-14,35-59,7,79.29
2021-05-14,60-79,1,44.24
2021-05-14,80+,1,33.21
2021-05-15,00-04,1,119.86
2021-05-15,05-14,3,112.04
2021-05-15,15-34,2,98.63
2021-05-15,35-59,5,73.88
2021-05-15,60-79,1,33.18
2021-05-15,80+,0,22.14
2021-05-16,00-04,0,119.86
2021-05-16,05-14,0,112.04
2021-05-16,15-34,1,98.63
2021-05-16,35-59,1,72.08
2021-05-16,60-79,3,44.24
2021-05-16,80+,0,22.14
2021-05-17,00-04,0,102.74
2021-05-17,05-14,1,105.45
2021-05-17,15-34,1,98.63
2021-05-17,35-59,3,73.88
2021-05-17,60-79,0,44.24
2021-05-17,80+,0,22.14
2021-05-18,00-04,0,51.37
2021-05-18,05-14,0,72.5
2021-05-18,15-34,5,79.54
2021-05-18,35-59,6,57.67
2021-05-18,60-79,2,25.81
2021-05-18,80+,0,11.07
2021-05-19,00-04,1,68.49
2021-05-19,05-14,0,59.32
2021-05-19,15-34,4,70.0
2021-05-19,35-59,2,50.46
2021-05-19,60-79,2,33.18
2021-05-19,80+,1,22.14
2021-05-20,00-04,1,68.49
2021-05-20,05-14,4,65.91
2021-05-20,15-34,1,70.0
2021-05-20,35-59,4,50.46
2021-05-20,60-79,1,36.87
2021-05-20,80+,2,44.28
2021-05-21,00-04,0,51.37
2021-05-21,05-14,4,79.09
2021-05-21,15-34,3,54.09
2021-05-21,35-59,2,41.45
2021-05-21,60-79,0,33.18
2021-05-21,80+,0,33.21
2021-05-22,00-04,0,34.25
2021-05-22,05-14,0,59.32
2021-05-22,15-34,2,54.09
2021-05-22,35-59,2,36.04
2021-05-22,60-79,0,29.5
2021-05-22,80+,0,33.21
2021-05-23,00-04,0,34.25
2021-05-23,05-14,0,59.32
2021-05-23,15-34,0,50.91
2021-05-23,35-59,1,36.04
2021-05-23,60-79,1,22.12
2021-05-23,80+,0,33.21
2021-05-24,00-04,0,34.25
2021-05-24,05-14,3,72.5
2021-05-24,15-34,0,47.73
2021-05-24,35-59,3,36.04
2021-05-24,60-79,0,22.12
2021-05-24,80+,0,33.21
2021-05-25,00-04,0,34.25
2021-05-25,05-14,0,72.5
2021-05-25,15-34,0,31.82
2021-05-25,35-59,1,27.03
2021-05-25,60-79,1,18.44
2021-05-25,80+,0,33.21
2021-05-26,00-04,2,51.37
2021-05-26,05-14,4,98.86
2021-05-26,15-34,7,41.36
2021-05-26,35-59,3,28.83
2021-05-26,60-79,0,11.06
2021-05-26,80+,0,22.14
2021-05-27,00-04,1,51.37
2021-05-27,05-14,3,92.27
2021-05-27,15-34,1,41.36
2021-05-27,35-59,2,25.23
2021-05-27,60-79,0,7.37
2021-05-27,80+,0,0
2021-05-28,00-04,0,51.37
2021-05-28,05-14,1,72.5
2021-05-28,15-34,1,35.0
2021-05-28,35-59,2,25.23
2021-05-28,60-79,0,7.37
2021-05-28,80+,0,0
2021-05-29,00-04,1,68.49
2021-05-29,05-14,3,92.27
2021-05-29,15-34,3,38.18
2021-05-29,35-59,0,21.62
2021-05-29,60-79,0,7.37
2021-05-29,80+,0,0
2021-05-30,00-04,0,68.49
2021-05-30,05-14,0,92.27
2021-05-30,15-34,0,38.18
2021-05-30,35-59,2,23.43
2021-05-30,60-79,1,7.37
2021-05-30,80+,0,0
2021-05-31,00-04,0,68.49
2021-05-31,05-14,0,72.5
2021-05-31,15-34,2,44.54
2021-05-31,35-59,2,21.62
2021-05-31,60-79,0,7.37
2021-05-31,80+,0,0
2021-06-01,00-04,0,68.49
2021-06-01,05-14,1,79.09
2021-06-01,15-34,1,47.73
2021-06-01,35-59,2,23.43
2021-06-01,60-79,0,3.69
2021-06-01,80+,0,0
2021-06-02,00-04,0,34.25
2021-06-02,05-14,2,65.91
2021-06-02,15-34,0,25.45
2021-06-02,35-59,0,18.02
2021-06-02,60-79,0,3.69
2021-06-02,80+,0,0
2021-06-03,00-04,0,17.12
2021-06-03,05-14,1,52.73
2021-06-03,15-34,2,28.64
2021-06-03,35-59,5,23.43
2021-06-03,60-79,1,7.37
2021-06-03,80+,0,0
2021-06-04,00-04,0,17.12
2021-06-04,05-14,0,46.13
2021-06-04,15-34,0,25.45
2021-06-04,35-59,0,19.82
2021-06-04,60-79,0,7.37
2021-06-04,80+,0,0
2021-06-05,00-04,0,0
2021-06-05,05-14,1,32.95
2021-06-05,15-34,2,22.27
2021-06-05,35-59,2,23.43
2021-06-05,60-79,0,7.37
2021-06-05,80+,0,0
2021-06-06,00-04,0,0
2021-06-06,05-14,0,32.95
2021-06-06,15-34,2,28.64
2021-06-06,35-59,1,21.62
2021-06-06,60-79,1,7.37
2021-06-06,80+,0,0
2021-06-07,00-04,1,17.12
2021-06-07,05-14,0,32.95
2021-06-07,15-34,1,25.45
2021-06-07,35-59,1,19.82
2021-06-07,60-79,1,11.06
2021-06-07,80+,0,0
2021-06-08,00-04,0,17.12
2021-06-08,05-14,3,46.13
2021-06-08,15-34,3,31.82
2021-06-08,35-59,2,19.82
2021-06-08,60-79,0,11.06
2021-06-08,80+,0,0
2021-06-09,00-04,1,34.25
2021-06-09,05-14,2,46.13
2021-06-09,15-34,0,31.82
2021-06-09,35-59,4,27.03
2021-06-09,60-79,1,14.75
2021-06-09,80+,0,0
2021-06-10,00-04,0,34.25
2021-06-10,05-14,0,39.54
2021-06-10,15-34,0,25.45
2021-06-10,35-59,2,21.62
2021-06-10,60-79,0,11.06
2021-06-10,80+,0,0
2021-06-11,00-04,0,34.25
2021-06-11,05-14,0,39.54
2021-06-11,15-34,0,25.45
2021-06-11,35-59,1,23.43
2021-06-11,60-79,0,11.06
2021-06-11,80+,0,0
2021-06-12,00-04,1,51.37
2021-06-12,05-14,3,52.73
2021-06-12,15-34,3,28.64
2021-06-12,35-59,2,23.43
2021-06-12,60-79,0,11.06
2021-06-12,80+,0,0
2021-06-13,00-04,0,51.37
2021-06-13,05-14,0,52.73
2021-06-13,15-34,1,25.45
2021-06-13,35-59,1,23.43
2021-06-13,60-79,0,7.37
2021-06-13,80+,0,0
2021-06-14,00-04,0,34.25
2021-06-14,05-14,0,52.73
2021-06-14,15-34,0,22.27
2021-06-14,35-59,0,21.62
2021-06-14,60-79,1,7.37
2021-06-14,80+,0,0
2021-06-15,00-04,0,34.25
2021-06-15,05-14,0,32.95
2021-06-15,15-34,0,12.73
2021-06-15,35-59,0,18.02
2021-06-15,60-79,0,7.37
2021-06-15,80+,0,0
2021-06-16,00-04,1,34.25
2021-06-16,05-14,0,19.77
2021-06-16,15-34,3,22.27
2021-06-16,35-59,1,12.61
2021-06-16,60-79,0,3.69
2021-06-16,80+,0,0
2021-06-17,00-04,0,34.25
2021-06-17,05-14,1,26.36
2021-06-17,15-34,0,22.27
2021-06-17,35-59,1,10.81
2021-06-17,60-79,0,3.69
2021-06-17,80+,0,0
2021-06-18,00-04,0,34.25
2021-06-18,05-14,0,26.36
2021-06-18,15-34,1,25.45
2021-06-18,35-59,1,10.81
2021-06-18,60-79,0,3.69
2021-06-18,80+,0,0
2021-06-19,00-04,0,17.12
2021-06-19,05-14,0,6.59
2021-06-19,15-34,0,15.91
2021-06-19,35-59,0,7.21
2021-06-19,60-79,0,3.69
2021-06-19,80+,0,0
2021-06-20,00-04,0,17.12
2021-06-20,05-14,1,13.18
2021-06-20,15-34,0,12.73
2021-06-20,35-59,1,7.21
2021-06-20,60-79,0,3.69
2021-06-20,80+,0,0
2021-06-21,00-04,0,17.12
2021-06-21,05-14,0,13.18
2021-06-21,15-34,0,12.73
2021-06-21,35-59,0,7.21
2021-06-21,60-79,0,0
2021-06-21,80+,0,0
2021-06-22,00-04,1,34.25
2021-06-22,05-14,0,13.18
2021-06-22,15-34,0,12.73
2021-06-22,35-59,0,7.21
2021-06-22,60-79,0,0
2021-06-22,80+,0,0
2021-06-23,00-04,0,17.12
2021-06-23,05-14,0,13.18
2021-06-23,15-34,0,3.18
2021-06-23,35-59,0,5.41
2021-06-23,60-79,0,0
2021-06-23,80+,0,0
2021-06-24,00-04,0,17.12
2021-06-24,05-14,0,6.59
2021-06-24,15-34,2,9.55
2021-06-24,35-59,0,3.6
2021-06-24,60-79,0,0
2021-06-24,80+,0,0
2021-06-25,00-04,0,17.12
2021-06-25,05-14,0,6.59
2021-06-25,15-34,1,9.55
2021-06-25,35-59,0,1.8
2021-06-25,60-79,0,0
2021-06-25,80+,0,0
2021-06-26,00-04,0,17.12
2021-06-26,05-14,0,6.59
2021-06-26,15-34,0,9.55
2021-06-26,35-59,1,3.6
2021-06-26,60-79,0,0
2021-06-26,80+,0,0
2021-06-27,00-04,0,17.12
2021-06-27,05-14,0,0
2021-06-27,15-34,0,9.55
2021-06-27,35-59,0,1.8
2021-06-27,60-79,0,0
2021-06-27,80+,0,0
2021-06-28,00-04,0,17.12
2021-06-28,05-14,0,0
2021-06-28,15-34,1,12.73
2021-06-28,35-59,1,3.6
2021-06-28,60-79,0,0
2021-06-28,80+,0,0
2021-06-29,00-04,0,0
2021-06-29,05-14,0,0
2021-06-29,15-34,0,12.73
2021-06-29,35-59,0,3.6
2021-06-29,60-79,0,0
2021-06-29,80+,0,0
2021-06-30,00-04,0,0
2021-06-30,05-14,0,0
2021-06-30,15-34,0,12.73
2021-06-30,35-59,0,3.6
2021-06-30,60-79,0,0
2021-06-30,80+,0,0
2021-07-01,00-04,0,0
2021-07-01,05-14,0,0
2021-07-01,15-34,0,6.36
2021-07-01,35-59,0,3.6
2021-07-01,60-79,0,0
2021-07-01,80+,0,0
2021-07-02,00-04,0,0
2021-07-02,05-14,0,0
2021-07-02,15-34,1,6.36
2021-07-02,35-59,0,3.6
2021-07-02,60-79,0,0
2021-07-02,80+,0,0
2021-07-03,00-04,0,0
2021-07-03,05-14,0,0
2021-07-03,15-34,0,6.36
2021-07-03,35-59,0,1.8
2021-07-03,60-79,0,0
2021-07-03,80+,0,0
2021-07-04,00-04,0,0
2021-07-04,05-14,0,0
2021-07-04,15-34,0,6.36
2021-07-04,35-59,0,1.8
2021-07-04,60-79,0,0
2021-07-04,80+,0,0
2021-07-05,00-04,0,0
2021-07-05,05-14,0,0
2021-07-05,15-34,1,6.36
2021-07-05,35-59,1,1.8
2021-07-05,60-79,0,0
2021-07-05,80+,0,0
2021-07-06,00-04,0,0
2021-07-06,05-14,0,0
2021-07-06,15-34,1,9.55
2021-07-06,35-59,1,3.6
2021-07-06,60-79,0,0
2021-07-06,80+,0,0
2021-07-07,00-04,0,0
2021-07-07,05-14,0,0
2021-07-07,15-34,1,12.73
2021-07-07,35-59,1,5.41
2021-07-07,60-79,0,0
2021-07-07,80+,0,0
2021-07-08,00-04,0,0
2021-07-08,05-14,0,0
2021-07-08,15-34,1,15.91
2021-07-08,35-59,1,7.21
2021-07-08,60-79,0,0
2021-07-08,80+,0,0
2021-07-09,00-04,0,0
2021-07-09,05-14,1,6.59
2021-07-09,15-34,1,15.91
2021-07-09,35-59,1,9.01
2021-07-09,60-79,0,0
2021-07-09,80+,0,0
2021-07-10,00-04,0,0
2021-07-10,05-14,0,6.59
2021-07-10,15-34,0,15.91
2021-07-10,35-59,3,14.42
2021-07-10,60-79,0,0
2021-07-10,80+,0,0
2021-07-11,00-04,0,0
2021-07-11,05-14,0,6.59
2021-07-11,15-34,1,19.09
2021-07-11,35-59,0,14.42
2021-07-11,60-79,0,0
2021-07-11,80+,0,0
2021-07-12,00-04,0,0
2021-07-12,05-14,0,6.59
2021-07-12,15-34,1,19.09
2021-07-12,35-59,0,12.61
2021-07-12,60-79,0,0
2021-07-12,80+,0,0
2021-07-13,00-04,2,34.25
2021-07-13,05-14,0,6.59
2021-07-13,15-34,2,22.27
2021-07-13,35-59,2,14.42
2021-07-13,60-79,0,0
2021-07-13,80+,0,0
2021-07-14,00-04,1,51.37
2021-07-14,05-14,0,6.59
2021-07-14,15-34,0,19.09
2021-07-14,35-59,1,14.42
2021-07-14,60-79,0,0
2021-07-14,80+,0,0
2021-07-15,00-04,0,51.37
2021-07-15,05-14,0,6.59
2021-07-15,15-34,2,22.27
2021-07-15,35-59,3,18.02
2021-07-15,60-79,1,3.69
2021-07-15,80+,0,0
2021-07-16,00-04,0,51.37
2021-07-16,05-14,0,0
2021-07-16,15-34,1,22.27
2021-07-16,35-59,1,18.02
2021-07-16,60-79,0,3.69
2021-07-16,80+,0,0
2021-07-17,00-04,0,51.37
2021-07-17,05-14,0,0
2021-07-17,15-34,2,28.64
2021-07-17,35-59,1,14.42
2021-07-17,60-79,0,3.69
2021-07-17,80+,0,0
2021-07-18,00-04,1,68.49
2021-07-18,05-14,0,0
2021-07-18,15-34,1,28.64
2021-07-18,35-59,0,14.42
2021-07-18,60-79,0,3.69
2021-07-18,80+,0,0
2021-07-19,00-04,0,68.49
2021-07-19,05-14,0,0
2021-07-19,15-34,1,28.64
2021-07-19,35-59,1,16.22
2021-07-19,60-79,0,3.69
2021-07-19,80+,0,0
2021-07-20,00-04,0,34.25
2021-07-20,05-14,0,0
2021-07-20,15-34,0,22.27
2021-07-20,35-59,0,12.61
2021-07-20,60-79,0,3.69
2021-07-20,80+,0,0
2021-07-21,00-04,0,17.12
2021-07-21,05-14,0,0
2021-07-21,15-34,1,25.45
2021-07-21,35-59,0,10.81
2021-07-21,60-79,0,3.69
2021-07-21,80+,0,0
2021-07-22,00-04,0,17.12
2021-07-22,05-14,0,0
2021-07-22,15-34,0,19.09
2021-07-22,35-59,0,5.41
2021-07-22,60-79,0,0
2021-07-22,80+,0,0
2021-07-23,00-04,0,17.12
2021-07-23,05-14,0,0
2021-07-23,15-34,4,28.64
2021-07-23,35-59,0,3.6
2021-07-23,60-79,0,0
2021-07-23,80+,0,0
2021-07-24,00-04,0,17.12
2021-07-24,05-14,0,0
2021-07-24,15-34,2,28.64
2021-07-24,35-59,1,3.6
2021-07-24,60-79,0,0
2021-07-24,80+,0,0
2021-07-25,00-04,0,0
2021-07-25,05-14,0,0
2021-07-25,15-34,0,25.45
2021-07-25,35-59,0,3.6
2021-07-25,60-79,0,0
2021-07-25,80+,0,0
2021-07-26,00-04,0,0
2021-07-26,05-14,0,0
2021-07-26,15-34,1,25.45
2021-07-26,35-59,0,1.8
2021-07-26,60-79,0,0
2021-07-26,80+,0,0
2021-07-27,00-04,0,0
2021-07-27,05-14,0,0
2021-07-27,15-34,3,35.0
2021-07-27,35-59,1,3.6
2021-07-27,60-79,1,3.69
2021-07-27,80+,0,0
2021-07-28,00-04,0,0
2021-07-28,05-14,0,0
2021-07-28,15-34,2,38.18
2021-07-28,35-59,0,3.6
2021-07-28,60-79,0,3.69
2021-07-28,80+,0,0
2021-07-29,00-04,0,0
2021-07-29,05-14,0,0
2021-07-29,15-34,1,41.36
2021-07-29,35-59,0,3.6
2021-07-29,60-79,0,3.69
2021-07-29,80+,0,0
2021-07-30,00-04,0,0
2021-07-30,05-14,0,0
2021-07-30,15-34,1,31.82
2021-07-30,35-59,0,3.6
2021-07-30,60-79,1,7.37
2021-07-30,80+,0,0
2021-07-31,00-04,0,0
2021-07-31,05-14,0,0
2021-07-31,15-34,0,25.45
2021-07-31,35-59,1,3.6
2021-07-31,60-79,0,7.37
2021-07-31,80+,0,0
2021-08-01,00-04,0,0
2021-08-01,05-14,0,0
2021-08-01,15-34,4,38.18
2021-08-01,35-59,1,5.41
2021-08-01,60-79,0,7.37
2021-08-01,80+,0,0
2021-08-02,00-04,0,0
2021-08-02,05-14,0,0
2021-08-02,15-34,0,35.0
2021-08-02,35-59,0,5.41
2021-08-02,60-79,0,7.37
2021-08-02,80+,0,0
2021-08-03,00-04,0,0
2021-08-03,05-14,0,0
2021-08-03,15-34,2,31.82
2021-08-03,35-59,1,5.41
2021-08-03,60-79,0,3.69
2021-08-03,80+,0,0
2021-08-04,00-04,0,0
2021-08-04,05-14,0,0
2021-08-04,15-34,0,25.45
2021-08-04,35-59,0,5.41
2021-08-04,60-79,0,3.69
2021-08-04,80+,0,0
2021-08-05,00-04,0,0
2021-08-05,05-14,0,0
2021-08-05,15-34,2,28.64
2021-08-05,35-59,1,7.21
2021-08-05,60-79,0,3.69
2021-08-05,80+,0,0
2021-08-06,00-04,0,0
2021-08-06,05-14,0,0
2021-08-06,15-34,3,35.0
2021-08-06,35-59,1,9.01
2021-08-06,60-79,0,0
2021-08-06,80+,0,0
2021-08-07,00-04,0,0
2021-08-07,05-14,0,0
2021-08-07,15-34,1,38.18
2021-08-07,35-59,0,7.21
2021-08-07,60-79,1,3.69
2021-08-07,80+,0,0
2021-08-08,00-04,0,0
2021-08-08,05-14,1,6.59
2021-08-08,15-34,3,35.0
2021-08-08,35-59,0,5.41
2021-08-08,60-79,0,3.69
2021-08-08,80+,0,0
2021-08-09,00-04,0,0
2021-08-09,05-14,1,13.18
2021-08-09,15-34,0,35.0
2021-08-09,35-59,0,5.41
2021-08-09,60-79,0,3.69
2021-08-09,80+,0,0
2021-08-10,00-04,0,0
2021-08-10,05-14,0,13.18
2021-08-10,15-34,2,35.0
2021-08-10,35-59,2,7.21
2021-08-10,60-79,0,3.69
2021-08-10,80+,0,0
2021-08-11,00-04,1,17.12
2021-08-11,05-14,0,13.18
2021-08-11,15-34,1,38.18
2021-08-11,35-59,2,10.81
2021-08-11,60-79,0,3.69
2021-08-11,80+,0,0
2021-08-12,00-04,0,17.12
2021-08-12,05-14,3,32.95
2021-08-12,15-34,3,41.36
2021-08-12,35-59,3,14.42
2021-08-12,60-79,0,3.69
2021-08-12,80+,0,0
2021-08-13,00-04,0,17.12
2021-08-13,05-14,2,46.13
2021-08-13,15-34,5,47.73
2021-08-13,35-59,3,18.02
2021-08-13,60-79,0,3.69
2021-08-13,80+,0,0
2021-08-14,00-04,1,34.25
2021-08-14,05-14,3,65.91
2021-08-14,15-34,2,50.91
2021-08-14,35-59,3,23.43
2021-08-14,60-79,0,0
2021-08-14,80+,0,0
2021-08-15,00-04,0,34.25
2021-08-15,05-14,0,59.32
2021-08-15,15-34,1,44.54
2021-08-15,35-59,0,23.43
2021-08-15,60-79,0,0
2021-08-15,80+,0,0
2021-08-16,00-04,0,34.25
2021-08-16,05-14,0,52.73
2021-08-16,15-34,1,47.73
2021-08-16,35-59,1,25.23
2021-08-16,60-79,0,0
2021-08-16,80+,0,0
2021-08-17,00-04,2,68.49
2021-08-17,05-14,2,65.91
2021-08-17,15-34,2,47.73
2021-08-17,35-59,5,30.64
2021-08-17,60-79,3,11.06
2021-08-17,80+,0,0
2021-08-18,00-04,0,51.37
2021-08-18,05-14,0,65.91
2021-08-18,15-34,10,76.36
2021-08-18,35-59,4,34.24
2021-08-18,60-79,0,11.06
2021-08-18,80+,0,0
2021-08-19,00-04,0,51.37
2021-08-19,05-14,1,52.73
2021-08-19,15-34,4,79.54
2021-08-19,35-59,6,39.65
2021-08-19,60-79,0,11.06
2021-08-19,80+,0,0
2021-08-20,00-04,0,51.37
2021-08-20,05-14,2,52.73
2021-08-20,15-34,3,73.18
2021-08-20,35-59,5,43.25
2021-08-20,60-79,1,14.75
2021-08-20,80+,0,0
2021-08-21,00-04,0,34.25
2021-08-21,05-14,0,32.95
2021-08-21,15-34,9,95.45
2021-08-21,35-59,1,39.65
2021-08-21,60-79,0,14.75
2021-08-21,80+,0,0
2021-08-22,00-04,0,34.25
2021-08-22,05-14,0,32.95
2021-08-22,15-34,3,101.81
2021-08-22,35-59,0,39.65
2021-08-22,60-79,0,14.75
2021-08-22,80+,0,0
2021-08-23,00-04,0,34.25
2021-08-23,05-14,0,32.95
2021-08-23,15-34,5,114.54
2021-08-23,35-59,1,39.65
2021-08-23,60-79,0,14.75
2021-08-23,80+,0,0
2021-08-24,00-04,2,34.25
2021-08-24,05-14,2,32.95
2021-08-24,15-34,6,127.27
2021-08-24,35-59,12,52.26
2021-08-24,60-79,2,11.06
2021-08-24,80+,2,22.14
2021-08-25,00-04,1,51.37
2021-08-25,05-14,2,46.13
2021-08-25,15-34,8,120.9
2021-08-25,35-59,7,57.67
2021-08-25,60-79,0,11.06
2021-08-25,80+,1,33.21
2021-08-26,00-04,1,68.49
2021-08-26,05-14,3,59.32
2021-08-26,15-34,9,136.81
2021-08-26,35-59,3,52.26
2021-08-26,60-79,1,14.75
2021-08-26,80+,2,55.35
2021-08-27,00-04,1,85.62
2021-08-27,05-14,4,72.5
2021-08-27,15-34,10,159.08
2021-08-27,35-59,7,55.86
2021-08-27,60-79,1,14.75
2021-08-27,80+,0,55.35
2021-08-28,00-04,2,119.86
2021-08-28,05-14,4,98.86
2021-08-28,15-34,8,155.9
2021-08-28,35-59,11,73.88
2021-08-28,60-79,2,22.12
2021-08-28,80+,1,66.42
2021-08-29,00-04,0,119.86
2021-08-29,05-14,2,112.04
2021-08-29,15-34,2,152.72
2021-08-29,35-59,2,77.49
2021-08-29,60-79,1,25.81
2021-08-29,80+,0,66.42
2021-08-30,00-04,0,119.86
2021-08-30,05-14,0,112.04
2021-08-30,15-34,3,146.36
2021-08-30,35-59,4,82.89
2021-08-30,60-79,0,25.81
2021-08-30,80+,2,88.55
2021-08-31,00-04,2,119.86
2021-08-31,05-14,7,144.99
2021-08-31,15-34,14,171.81
2021-08-31,35-59,11,81.09
2021-08-31,60-79,2,25.81
2021-08-31,80+,0,66.42
2021-09-01,00-04,0,102.74
2021-09-01,05-14,1,138.4
2021-09-01,15-34,8,171.81
2021-09-01,35-59,10,86.5
2021-09-01,60-79,1,29.5
2021-09-01,80+,0,55.35
2021-09-02,00-04,1,102.74
2021-09-02,05-14,5,151.59
2021-09-02,15-34,9,171.81
2021-09-02,35-59,12,102.72
2021-09-02,60-79,2,33.18
2021-09-02,80+,1,44.28
2021-09-03,00-04,0,85.62
2021-09-03,05-14,2,138.4
2021-09-03,15-34,5,155.9
2021-09-03,35-59,6,100.92
2021-09-03,60-79,1,33.18
2021-09-03,80+,0,44.28
2021-09-04,00-04,1,68.49
2021-09-04,05-14,3,131.81
2021-09-04,15-34,15,178.17
2021-09-04,35-59,6,91.91
2021-09-04,60-79,2,33.18
2021-09-04,80+,0,33.21
2021-09-05,00-04,0,68.49
2021-09-05,05-14,0,118.63
2021-09-05,15-34,4,184.54
2021-09-05,35-59,4,95.51
2021-09-05,60-79,0,29.5
2021-09-05,80+,0,33.21
2021-09-06,00-04,1,85.62
2021-09-06,05-14,4,144.99
2021-09-06,15-34,3,184.54
2021-09-06,35-59,3,93.71
2021-09-06,60-79,0,29.5
2021-09-06,80+,0,11.07
2021-09-07,00-04,4,119.86
2021-09-07,05-14,9,158.18
2021-09-07,15-34,10,171.81
2021-09-07,35-59,13,97.31
2021-09-07,60-79,4,36.87
2021-09-07,80+,0,11.07
2021-09-08,00-04,3,171.23
2021-09-08,05-14,6,191.13
2021-09-08,15-34,8,171.81
2021-09-08,35-59,4,86.5
2021-09-08,60-79,4,47.93
2021-09-08,80+,0,11.07
2021-09-09,00-04,2,188.36
2021-09-09,05-14,2,171.36
2021-09-09,15-34,11,178.17
2021-09-09,35-59,12,86.5
2021-09-09,60-79,1,44.24
2021-09-09,80+,1,11.07
2021-09-10,00-04,1,205.48
2021-09-10,05-14,3,177.95
2021-09-10,15-34,14,206.81
2021-09-10,35-59,6,86.5
2021-09-10,60-79,1,44.24
2021-09-10,80+,0,11.07
2021-09-11,00-04,0,188.36
2021-09-11,05-14,7,204.31
2021-09-11,15-34,17,213.17
2021-09-11,35-59,8,90.1
2021-09-11,60-79,2,44.24
2021-09-11,80+,0,11.07
2021-09-12,00-04,0,188.36
2021-09-12,05-14,3,224.08
2021-09-12,15-34,5,216.35
2021-09-12,35-59,8,97.31
2021-09-12,60-79,1,47.93
2021-09-12,80+,0,11.07
2021-09-13,00-04,0,171.23
2021-09-13,05-14,3,217.49
2021-09-13,15-34,3,216.35
2021-09-13,35-59,5,100.92
2021-09-13,60-79,0,47.93
2021-09-13,80+,0,11.07
2021-09-14,00-04,4,171.23
2021-09-14,05-14,11,230.67
2021-09-14,15-34,5,200.45
2021-09-14,35-59,9,93.71
2021-09-14,60-79,0,33.18
2021-09-14,80+,0,11.07
2021-09-15,00-04,1,136.99
2021-09-15,05-14,4,217.49
2021-09-15,15-34,4,187.72
2021-09-15,35-59,4,93.71
2021-09-15,60-79,1,22.12
2021-09-15,80+,1,22.14
2021-09-16,00-04,2,136.99
2021-09-16,05-14,6,243.85
2021-09-16,15-34,9,181.36
2021-09-16,35-59,8,86.5
2021-09-16,60-79,2,25.81
2021-09-16,80+,0,11.07
2021-09-17,00-04,0,119.86
2021-09-17,05-14,4,250.44
2021-09-17,15-34,8,162.27
2021-09-17,35-59,5,84.7
2021-09-17,60-79,0,22.12
2021-09-17,80+,0,11.07
2021-09-18,00-04,2,154.11
2021-09-18,05-14,10,270.22
2021-09-18,15-34,6,127.27
2021-09-18,35-59,10,88.3
2021-09-18,60-79,2,22.12
2021-09-18,80+,0,11.07
2021-09-19,00-04,0,154.11
2021-09-19,05-14,3,270.22
2021-09-19,15-34,1,114.54
2021-09-19,35-59,1,75.69
2021-09-19,60-79,0,18.44
2021-09-19,80+,0,11.07
2021-09-20,00-04,0,154.11
2021-09-20,05-14,3,270.22
2021-09-20,15-34,7,127.27
2021-09-20,35-59,0,66.68
2021-09-20,60-79,0,18.44
