Name,NamensherkunftWikidata,Postleitzahl,OSMWayIDs,Geometry
Hochwaldstraße,,85598,171050673/228444107/228444108,"MULTILINESTRING ((11.7864148 48.0919554, 11.7865038 48.091969, 11.7866222 48.0920039, 11.7872528 48.0922048, 11.787382 48.0922459, 11.7878353 48.0923473, 11.7881797 48.0924039, 11.7883984 48.0924398, 11.7887282 48.0925027, 11.7893076 48.0926167, 11.7898741 48.0927509, 11.7899035 48.0927579, 11.7905013 48.0928678), (11.7905013 48.0928678, 11.7919032 48.0932997, 11.7928486 48.0935992, 11.7933232 48.0937401, 11.7937811 48.0939141, 11.7941951 48.0941198, 11.7944405 48.0942806, 11.7946803 48.0944809, 11.7947091 48.09458, 11.7956137 48.0945337, 11.7958423 48.0945056, 11.7960565 48.0944901), (11.7960565 48.0944901, 11.7963205 48.0944959, 11.7966617 48.094497, 11.7970699 48.0945032, 11.7973636 48.094554, 11.7979448 48.0946859, 11.798224 48.0947899, 11.798484 48.0948957, 11.7988982 48.095067, 11.7991694 48.0951839, 11.799397 48.0953078, 11.7995149 48.095395, 11.7996379 48.0954811))"
Hofkellermeisterweg,,85591,288793723,"MULTILINESTRING ((11.781054 48.1010628, 11.7806266 48.1009103, 11.7804846 48.1008629, 11.7803085 48.1008425, 11.7801146 48.1008656, 11.7799985 48.1009297, 11.7798993 48.1010657, 11.7797215 48.1012872))"
Holunderweg,Q131448,85598,24964601,"MULTILINESTRING ((11.7995047 48.0989602, 11.799619 48.0994309))"
Holzwiesenweg,,85598,4684742,"MULTILINESTRING ((11.8051845 48.0962051, 11.8049695 48.0957751, 11.803548 48.0960892, 11.8034549 48.0961194, 11.8033954 48.0961485, 11.8034074 48.0962147, 11.8035859 48.0965565))"
Igelweg,Q28257,85598,4606327/121924752,"MULTILINESTRING ((11.7936061 48.1056509, 11.7936793 48.1059123, 11.7936967 48.1059744, 11.7937906 48.1062461, 11.7939984 48.1062326, 11.7941995 48.1062113, 11.7949862 48.1060978), (11.7933268 48.1063092, 11.7937906 48.1062461))"
Iltisweg,Q30097,85598,29092146,"MULTILINESTRING ((11.7917519 48.1004493, 11.7924048 48.1016204, 11.7926404 48.1019379, 11.7928659 48.1022187, 11.7929853 48.1023548, 11.7930761 48.1024274, 11.7935175 48.1028145, 11.7938105 48.1031246, 11.7940499 48.1034723, 11.7944693 48.1041792, 11.794632 48.1045161))"
Ingelsberger Weg,Q54437719,85598,171050676/228444109/228444110/233979877/233979878/233979879/868297199,"MULTILINESTRING ((11.8013988 48.0958756, 11.8010287 48.0956785), (11.8013988 48.0958756, 11.8016836 48.0960443), (11.8016836 48.0960443, 11.8021056 48.0962915), (11.8021056 48.0962915, 11.8023717 48.0964469, 11.8027068 48.0966526, 11.8027353 48.0967013, 11.8027574 48.0967672), (11.8027574 48.0967672, 11.8029488 48.0967771, 11.8029927 48.0967845, 11.803057 48.0968001, 11.8033969 48.0969258, 11.8038043 48.0970784), (11.8038043 48.0970784, 11.8047042 48.0973837, 11.8050789 48.0975109), (11.8050789 48.0975109, 11.8060997 48.0978923, 11.8067372 48.0981291, 11.8069934 48.0982238))"
Irisstraße,Q156901,85591,3731546,"MULTILINESTRING ((11.7683263 48.0981468, 11.7697697 48.1001655))"
Johann-Sebastian-Bach-Straße,Q1339,85591,4615181/23778236/24964704/41660006/42034973/228275925/228444111/228444112/366705077/366705079/909264646/995789087/1014656017/1128276275/1128276276/1131767905/1143879016,"MULTILINESTRING ((11.7693891 48.1162703, 11.7695152 48.1162684, 11.771581 48.1162789, 11.7722472 48.1162847, 11.772571 48.1162708, 11.7728445 48.1162143, 11.7730177 48.1161635, 11.7731775 48.1160956, 11.7732848 48.116026, 11.7732971 48.116018, 11.7734463 48.1158998, 11.7735815 48.1157603, 11.7745911 48.114641, 11.7746393 48.1145989, 11.7747505 48.1144981, 11.7749515 48.1143388, 11.7753005 48.1141311, 11.7757146 48.1139094, 11.7760598 48.1137127), (11.772571 48.1162708, 11.7725564 48.1165604, 11.7725541 48.1167488, 11.7725714 48.1168719, 11.7726063 48.1169437, 11.7726488 48.1170079, 11.7727159 48.1170866, 11.7728892 48.1172166, 11.7730455 48.1173117, 11.7731961 48.1174182, 11.7732848 48.1175256, 11.7733143 48.117622, 11.7732969 48.1177453, 11.7731863 48.1179743, 11.7736636 48.1181109, 11.773901 48.1181789, 11.7735792 48.1187224), (11.7760598 48.1137127, 11.7762321 48.1135992, 11.7764224 48.1134553, 11.776621 48.113291, 11.7768948 48.1130634, 11.7769369 48.1130284, 11.7771518 48.1128558, 11.7772384 48.1127916, 11.7773775 48.1127073, 11.7774461 48.1126756, 11.7777085 48.1125827), (11.7777085 48.1125827, 11.7780291 48.1124822, 11.7781226 48.112453, 11.7782033 48.1124208, 11.7782875 48.1123865, 11.7784228 48.1123009, 11.7785191 48.1122404), (11.7785191 48.1122404, 11.7787911 48.1120145, 11.7789642 48.1118706, 11.7793636 48.1115397, 11.7794193 48.1114936, 11.7796512 48.1113053, 11.7797434 48.1112166, 11.7798218 48.1111011), (11.7794193 48.1114936, 11.7795246 48.1115232), (11.7795246 48.1115232, 11.7800386 48.1116279, 11.7805411 48.1117272, 11.7806142 48.1117416), (11.7798218 48.1111011, 11.7798444 48.1110112, 11.7798546 48.1109338, 11.7798387 48.1107637, 11.7798043 48.1106904), (11.7798043 48.1106904, 11.7797255 48.1105636, 11.7796696 48.110477, 11.7796563 48.1104577, 11.7795958 48.1103699), (11.7795958 48.1103699, 11.7794631 48.1101884, 11.7794405 48.1101515), (11.7794405 48.1101515, 11.7793415 48.1099906), (11.7793415 48.1099906, 11.7791505 48.1096916, 11.7791026 48.1096197, 11.7790355 48.1095248, 11.7789946 48.1094648, 11.7789534 48.1093941, 11.7788473 48.1092034), (11.7788473 48.1092034, 11.7787695 48.1090709, 11.7787446 48.1090305, 11.7785233 48.1086712, 11.7784161 48.1085234), (11.7784161 48.1085234, 11.7782425 48.1083032, 11.7781764 48.1082193), (11.7781764 48.1082193, 11.778026 48.1080519, 11.7777899 48.1078198, 11.7775308 48.1075872, 11.7774689 48.1075326, 11.7773723 48.1074475, 11.7771594 48.1072901, 11.7770716 48.1072252, 11.7769968 48.1071781, 11.7768455 48.107077, 11.7767623 48.1070225), (11.7767623 48.1070225, 11.7763656 48.1067982, 11.7758849 48.1065264, 11.7756869 48.1064152, 11.7754971 48.1063303), (11.7754971 48.1063303, 11.775233 48.1062512, 11.7746815 48.106086, 11.7745513 48.106047, 11.7743738 48.1060018, 11.7742718 48.1059994))"
Johann-Strauß-Straße,Q184178/Q83309/Q28999,85591/85598,4599506/33527539/33527540/171005869/228444113/863048820/863078319/984756970/1097529876/1097529877/1138033436/1138033437,"MULTILINESTRING ((11.7833457 48.1048494, 11.7834246 48.1048826, 11.7839343 48.1050863, 11.7844347 48.1052807), (11.7858658 48.1055727, 11.7857846 48.1055654, 11.7855404 48.1055451, 11.7853142 48.1055052, 11.7850647 48.1054516, 11.7846809 48.1053457, 11.7844347 48.1052807), (11.7862283 48.105589, 11.7860686 48.105584, 11.7858658 48.1055727), (11.7863819 48.1055874, 11.7862283 48.105589), (11.7864656 48.1055879, 11.7863819 48.1055874), (11.7868426 48.1055641, 11.7865774 48.1055818, 11.7864656 48.1055879), (11.7877718 48.1054505, 11.7875337 48.1054892, 11.7872418 48.1055244, 11.7871485 48.1055357, 11.7869379 48.1055578, 11.7868426 48.1055641), (11.7877718 48.1054505, 11.7881314 48.1054031, 11.789335 48.1052412, 11.7898071 48.1051731, 11.7902371 48.105111, 11.7904031 48.1050871, 11.7905451 48.1050657, 11.790686 48.1050462, 11.7909376 48.1050099, 11.7916138 48.104916), (11.779567 48.1037306, 11.7803503 48.103953, 11.7808526 48.1041151, 11.781942 48.104445, 11.7821853 48.1045263, 11.7830878 48.1048391, 11.7832175 48.1048752, 11.7832751 48.1048947), (11.7788247 48.1033562, 11.779567 48.1037306), (11.778273 48.1030761, 11.7788247 48.1033562), (11.7766245 48.1022732, 11.7768997 48.102374, 11.7775168 48.1026761, 11.7780735 48.1029706, 11.778083 48.1029756, 11.778273 48.1030761))"
Josef-Hiller-Weg,Q115462782,85598,4642080,"MULTILINESTRING ((11.7898948 48.1031219, 11.7907428 48.1027228))"
Kampenwandstraße,Q263280,85598,171050677,"MULTILINESTRING ((11.7930096 48.0959784, 11.7930589 48.095263, 11.7926984 48.0952891, 11.792287 48.0953332))"
Kapellenweg,Q41245636,85646,24927321/211364286/669217614,"MULTILINESTRING ((11.8173307 48.1477551, 11.81723 48.1477984, 11.8168004 48.1479828, 11.8164583 48.148196, 11.8162628 48.1483593, 11.8158586 48.1487219, 11.8157678 48.1489052), (11.8162628 48.1483593, 11.816875 48.1484729), (11.8157678 48.1489052, 11.8156638 48.1491753, 11.8155743 48.1492886, 11.8154476 48.1496503))"
Karl-Böhm-Straße,Q84241,85598,26104999/42044144/121854244/121924754/156366333/171050679/228444114/228444115/228444116/228880831/228949409/228949411/355671564/492794172/492794173/492794174/492795517/541688478/891471238/891572704/893302641/1014643350/1069827468/1120714863/1120714864/1193071595/1193071596/1193071597/1196997633,"MULTILINESTRING ((11.7869206 48.0990415, 11.7870485 48.0992829), (11.7870485 48.0992829, 11.7874161 48.0999561, 11.7874587 48.1000327), (11.7874587 48.1000327, 11.7874969 48.1000331, 11.7875329 48.1000415, 11.7875632 48.1000571, 11.7875844 48.1000783, 11.7875945 48.100103, 11.7875945 48.1001195, 11.7875894 48.1001357, 11.7875794 48.1001509, 11.7875649 48.1001643, 11.7875465 48.1001755), (11.7875465 48.1001755, 11.787608 48.1002155, 11.7876476 48.1002404, 11.7878296 48.1003482, 11.7879704 48.1004061, 11.7880865 48.1004836), (11.7875465 48.1001755, 11.7875151 48.1001865, 11.7874801 48.1001908, 11.7874449 48.1001881, 11.7874124 48.1001785, 11.7873856 48.1001629, 11.7873668 48.1001428, 11.7873578 48.1001199, 11.7873593 48.1000962), (11.7873593 48.1000962, 11.7873684 48.1000776, 11.7873839 48.1000611, 11.7874051 48.1000476, 11.7874305 48.100038, 11.7874587 48.1000327), (11.7880865 48.1004836, 11.7881246 48.1005344, 11.7881583 48.1006014, 11.7882065 48.1007004), (11.7882065 48.1007004, 11.7882573 48.1008242, 11.7882651 48.100924, 11.7882618 48.1009638), (11.7882618 48.1009638, 11.7882527 48.1010728, 11.7882279 48.1011769, 11.7882185 48.1012345, 11.7882285 48.1012785, 11.7882813 48.1014124, 11.7883153 48.101467, 11.7883426 48.1015108), (11.7883426 48.1015108, 11.7883795 48.1015028, 11.7884184 48.1015019, 11.788456 48.1015083, 11.7884895 48.1015215, 11.7885162 48.1015403, 11.788534 48.1015634), (11.788534 48.1015634, 11.7885416 48.1015979, 11.7885294 48.1016319, 11.7884992 48.1016604), (11.7884992 48.1016604, 11.7885348 48.1016955, 11.7885982 48.1017579, 11.7888862 48.1020588, 11.7889904 48.1021663, 11.7892002 48.1023847, 11.7892912 48.102481, 11.789362 48.1025565, 11.7894516 48.1026521, 11.7895554 48.1027653, 11.789819 48.1030439, 11.7898948 48.1031219, 11.7903585 48.1035901), (11.7884992 48.1016604, 11.7884562 48.1016792, 11.7884059 48.1016861, 11.7883552 48.1016804), (11.7883552 48.1016804, 11.78832 48.1016675, 11.7882918 48.1016484, 11.788273 48.1016247, 11.7882652 48.1015984, 11.788269 48.1015717, 11.7882842 48.1015468, 11.7883094 48.1015259, 11.7883426 48.1015108), (11.7903585 48.1035901, 11.7905607 48.1037954, 11.7911905 48.1044347, 11.7914192 48.1046869, 11.7915018 48.1047781, 11.7916138 48.104916), (11.7916138 48.104916, 11.7917514 48.1050799, 11.7918128 48.1051597, 11.791847 48.1052041, 11.7918772 48.105246, 11.7920064 48.1054249, 11.792096 48.105563, 11.792295 48.105903, 11.7924082 48.1061164, 11.792424 48.1061466, 11.7925261 48.1063509, 11.7925581 48.1064342, 11.7926652 48.1067236), (11.7925581 48.1064342, 11.7933268 48.1063092), (11.7931362 48.1060525, 11.792424 48.1061466), (11.7926652 48.1067236, 11.7927775 48.1070248), (11.7863429 48.0977267, 11.7863502 48.097745, 11.7865964 48.0983603, 11.786775 48.0987666, 11.7869206 48.0990415), (11.785977 48.0969064, 11.7861936 48.0973957, 11.7863429 48.0977267), (11.7854103 48.0956706, 11.7856885 48.0962951, 11.7857813 48.0965036, 11.7858459 48.0966365, 11.785977 48.0969064), (11.7851534 48.0951045, 11.7852605 48.09534, 11.7852624 48.0953444, 11.7853543 48.0955463, 11.785386 48.0956159, 11.7854103 48.0956706), (11.7849922 48.0947503, 11.7850884 48.0949617, 11.7851534 48.0951045), (11.784782 48.0942882, 11.7849832 48.0947305, 11.7849922 48.0947503), (11.7845629 48.0938065, 11.784782 48.0942882), (11.7838882 48.0927858, 11.7840118 48.0929503, 11.7841125 48.0930844, 11.7842427 48.0932669, 11.784323 48.0933794, 11.7844659 48.093604, 11.7845629 48.0938065), (11.7837819 48.0926594, 11.7838882 48.0927858), (11.7833138 48.0920019, 11.7833529 48.0920567, 11.7833726 48.0920844, 11.7834095 48.0921363, 11.783544 48.0923252, 11.7835638 48.0923531, 11.7837819 48.0926594))"
Karwendelplatz,Q671207,85598,4684806,"MULTILINESTRING ((11.792158 48.0918059, 11.7922796 48.0917837, 11.7926773 48.0916961, 11.7930628 48.0916136, 11.7931917 48.0915816))"
Kastanienweg,Q129324,85598,171050680/175319478/686440306,"MULTILINESTRING ((11.7859906 48.0984415, 11.7859112 48.0984714, 11.785709 48.0985131, 11.7855863 48.0985384, 11.7855124 48.0985479, 11.7854437 48.0985295, 11.7853396 48.0985046, 11.7852687 48.0984626, 11.7852217 48.0984354, 11.7851455 48.098392, 11.7850627 48.0983449), (11.7861674 48.0989716, 11.7860781 48.0987673, 11.7860519 48.0986905, 11.7860229 48.0986053, 11.7860009 48.0985398, 11.7859906 48.0984415), (11.7857123 48.0978612, 11.7858835 48.0980966, 11.7859988 48.0983261, 11.786021 48.0983703, 11.7859906 48.0984415))"
Kiebitzweg,Q13426919,85591,25028248,"MULTILINESTRING ((11.7653566 48.1083761, 11.7654136 48.1083303, 11.7656526 48.1081386, 11.7656808 48.1081001, 11.7656828 48.1080588, 11.7654958 48.1079568, 11.7654951 48.1079277, 11.7655105 48.1079031, 11.7655467 48.1078798, 11.765582 48.1078815, 11.7656667 48.1079362, 11.7656837 48.1079719, 11.7656828 48.1080588))"
Kiefernweg,Q12024,85598,4692236,"MULTILINESTRING ((11.7820501 48.0987754, 11.7820505 48.0988397, 11.7820546 48.0995103, 11.782055 48.0995777))"
Kirchenweg,Q16970,85599,4046720,"MULTILINESTRING ((11.7888996 48.1427396, 11.7887472 48.142247, 11.7887258 48.142116, 11.7886977 48.1419446, 11.788599 48.1419276, 11.7885633 48.1419214))"
Kirchenweg,Q16970,85591/85598,4644415/903797437/1196997597,"MULTILINESTRING ((11.779461 48.09578, 11.779444 48.0956129, 11.779401 48.0950767, 11.7793924 48.0949321, 11.7793004 48.0945394, 11.7792669 48.0944772, 11.7792092 48.0943976, 11.7791552 48.0943653, 11.7790542 48.0943352), (11.7795086 48.0962793, 11.7794865 48.0960176, 11.779461 48.09578), (11.7796074 48.0974902, 11.7795453 48.0967131, 11.7795086 48.0962793))"
Kirchenweg,Q1408728,85646,24928522,"MULTILINESTRING ((11.8182587 48.1479443, 11.8182154 48.148003, 11.8181831 48.1480468, 11.8180421 48.1481314, 11.8179189 48.1483736, 11.8178438 48.1485361))"
Kirsch-Anger,Q196,85591,867690333/975562422,"MULTILINESTRING ((11.7668723 48.1142388, 11.7667494 48.1142633, 11.7667108 48.114271, 11.7667028 48.1143091, 11.7664914 48.1144363, 11.7663547 48.1145186, 11.7662709 48.1145173, 11.7662052 48.1144837, 11.7661845 48.1144229, 11.7662139 48.1143771, 11.7666397 48.1142491, 11.7667108 48.114271), (11.7681743 48.1139505, 11.767616 48.1141081, 11.7673626 48.1141408, 11.7671842 48.1141764, 11.7670989 48.1141935, 11.7668723 48.1142388))"
Kleiberstraße,Q205857,85591,4648241/4648242/4648243/995998374/995998375/1193552206,"MULTILINESTRING ((11.7676851 48.1061708, 11.7676457 48.1062007, 11.7671955 48.1065425), (11.7671955 48.1065425, 11.766879 48.1067784), (11.766879 48.1067784, 11.7668014 48.1068362, 11.766684 48.1068611), (11.766684 48.1068611, 11.7665462 48.1069517, 11.7664433 48.1070864, 11.7659914 48.1073892), (11.7659914 48.1073892, 11.7659112 48.1075039), (11.7656105 48.1073205, 11.7659112 48.1075039))"
Kornweg,Q12117,85598,4615957,"MULTILINESTRING ((11.7944279 48.1155712, 11.7964883 48.1160928))"
Kotterweg,,85591,1051427891/1143848588,"MULTILINESTRING ((11.7762321 48.1135992, 11.7761519 48.1135605, 11.7758793 48.1134289, 11.775721 48.1133716, 11.7754018 48.1133018), (11.7754018 48.1133018, 11.7748573 48.1138193, 11.774763 48.1138217, 11.7746428 48.1138247, 11.7742243 48.1142473, 11.7741885 48.1142988, 11.7740963 48.1143604))"
Krauss-Maffei-Straße,Q819150,85599,734910243/846435255,"MULTILINESTRING ((11.7854189 48.1548875, 11.7852699 48.1548587, 11.7847681 48.1547439), (11.7847681 48.1547439, 11.7844957 48.1546655, 11.7843215 48.1546151, 11.784058 48.1545396, 11.7795366 48.1533013))"
Kreitfeldweg,,85646,24928558,"MULTILINESTRING ((11.8228297 48.1486424, 11.8229039 48.1484832, 11.8231356 48.1479414, 11.8232295 48.1476978, 11.8234093 48.1472317, 11.8236977 48.1465896))"
Kreuzeckstraße,,85598,4684735,"MULTILINESTRING ((11.7991694 48.0951839, 11.7991512 48.0949356, 11.7989711 48.0945336))"
Lannerweg,Q44927/Q762650,85591,4705420/976563905,"MULTILINESTRING ((11.7739853 48.1092175, 11.7744325 48.1094017, 11.774479 48.1094259, 11.7746236 48.1095059), (11.7746236 48.1095059, 11.7752348 48.1099314, 11.7754436 48.1100893, 11.7756358 48.1102348))"
Lerchenweg,Q29858,85591,25028342/25028346/995998380/995998381,"MULTILINESTRING ((11.7684943 48.1089713, 11.7688525 48.1091911, 11.7690976 48.1093313, 11.7692413 48.109413, 11.7692371 48.109453, 11.7691749 48.1094918, 11.7691244 48.109492, 11.7690309 48.1094422, 11.769024 48.1094058, 11.7690484 48.1093643, 11.7690976 48.1093313), (11.7703815 48.1082873, 11.7688525 48.1091911), (11.7682307 48.1091897, 11.7684943 48.1089713), (11.7678554 48.1092653, 11.7679302 48.1092329, 11.7682307 48.1091897))"
Ligusterweg,Q753099,85598,24964608,"MULTILINESTRING ((11.8018921 48.098731, 11.8023512 48.0996544, 11.8024045 48.0997569))"
Lilienstraße,Q5194627,85591,3731581/852394255/986851836,"MULTILINESTRING ((11.7673933 48.1023985, 11.7679983 48.102263, 11.7688154 48.1020778, 11.769392 48.1019429, 11.7699059 48.1018265, 11.7711553 48.1015467), (11.7711553 48.1015467, 11.7712556 48.1015248), (11.7664861 48.102556, 11.7665945 48.1025773, 11.7673933 48.1023985))"
Lindenstraße,Q127849,85591,4692146/865995230/865995231/865995374/865995458,"MULTILINESTRING ((11.777435 48.0973506, 11.7773028 48.0976739, 11.7771177 48.0981255, 11.7764978 48.0988533, 11.7759448 48.0995161), (11.7759448 48.0995161, 11.7758897 48.0995821), (11.7758897 48.0995821, 11.7758129 48.0996742, 11.7756335 48.0998982), (11.7756335 48.0998982, 11.775477 48.1000937), (11.775477 48.1000937, 11.7750071 48.1006804, 11.7749861 48.1007516))"
Lohwiesenweg,,85598,963353058,"MULTILINESTRING ((11.8019562 48.1187579, 11.8021757 48.1188904, 11.8022651 48.1189444, 11.802358 48.1190004))"
Lortzingstraße,Q154203/Q2739519,85591,171050685,"MULTILINESTRING ((11.7780689 48.1057663, 11.7789312 48.1061583, 11.7791668 48.1062869, 11.77976 48.1065443, 11.7805099 48.1068552))"
Ludwig-Plötz-Weg,Q115462552,85591,4615225/218559499/218559500,"MULTILINESTRING ((11.7757772 48.1116379, 11.775713 48.1117642, 11.7756677 48.1118005, 11.7749972 48.1123229), (11.7749972 48.1123229, 11.7749231 48.1123747), (11.7749972 48.1123229, 11.7742437 48.1117858))"
Luitpoldring,,85591,3731579/171005870/228949412/741321652,"MULTILINESTRING ((11.7652368 48.1036201, 11.7653232 48.1036045, 11.7653983 48.1035817, 11.7654796 48.1035494, 11.7655478 48.1035143, 11.7656561 48.1034435, 11.7658657 48.1032573, 11.7661216 48.1029855, 11.7664861 48.102556), (11.7664861 48.102556, 11.7664918 48.102549, 11.7667624 48.1022137, 11.7668532 48.1021334, 11.7678384 48.1017019, 11.7682251 48.1015462, 11.7688376 48.1013475, 11.7689748 48.101306, 11.769301 48.1012073, 11.7702392 48.1009983, 11.7711032 48.1007796, 11.7711792 48.1007604), (11.7711792 48.1007604, 11.7714998 48.1006933, 11.7716064 48.1006806, 11.7719277 48.100665, 11.7723091 48.1006872, 11.7725099 48.1007127, 11.7726627 48.1007289, 11.7731132 48.1007581, 11.7732423 48.1007809, 11.7734919 48.1008294), (11.7734919 48.1008294, 11.7734972 48.1008614, 11.7735091 48.1009338, 11.7735702 48.1010036, 11.7736673 48.1010412, 11.7737792 48.1010543, 11.7738631 48.1010505))"
Lukasfeldweg,,85646,24927089,"MULTILINESTRING ((11.8214173 48.1484455, 11.8214019 48.148571, 11.8213116 48.1493052, 11.8212656 48.1497184, 11.8208661 48.1496623, 11.8207783 48.1496183, 11.8203986 48.1495586, 11.8202657 48.149557, 11.8197947 48.1494831))"
Madlsteigweg,,85646,25315049,"MULTILINESTRING ((11.8201923 48.145325, 11.8200411 48.1453062, 11.8193759 48.1452236, 11.8170906 48.1449501, 11.8170934 48.1448101, 11.8172057 48.1439143, 11.8172116 48.1438676))"
Magnolienweg,Q157017,85598,24964594,"MULTILINESTRING ((11.7980302 48.0992075, 11.7981365 48.0996524))"
Malvenweg,Q147325,85591,3731518,"MULTILINESTRING ((11.7678384 48.1017019, 11.7671722 48.1007156))"
Marderstraße,Q25437,85598,24964491/171050686/1065946913/1065946914,"MULTILINESTRING ((11.7903585 48.1035901, 11.7912857 48.1031505, 11.7921718 48.1027278, 11.7929853 48.1023548), (11.7939768 48.1020148, 11.7941926 48.1019451), (11.7941926 48.1019451, 11.7946954 48.1017827), (11.7946954 48.1017827, 11.7949601 48.1016972, 11.7955056 48.1015387))"
Martin-Luther-Ring,Q9554,85598,4644410/1196997585/1196997586/1196997587/1196997588/1196997589/1196997592/1196997593/1196997595,"MULTILINESTRING ((11.7785078 48.0967387, 11.7784366 48.0967405, 11.7782866 48.0967306, 11.778187 48.0967024, 11.7781266 48.0966519, 11.7780979 48.0965814, 11.7780869 48.0965164), (11.7780869 48.0965164, 11.7780677 48.0964033, 11.7780534 48.0963191), (11.7780534 48.0963191, 11.7780479 48.0962867, 11.7780327 48.0961969), (11.7780327 48.0961969, 11.7780088 48.0960561), (11.7780088 48.0960561, 11.7780028 48.0959593, 11.7780254 48.0959049, 11.7780768 48.0958615, 11.7781538 48.0958383, 11.7782751 48.0958306), (11.7782751 48.0958306, 11.7786157 48.0958091, 11.778634 48.0958085, 11.779461 48.09578), (11.778881 48.0967295, 11.7787972 48.0967316, 11.77856 48.0967375, 11.7785078 48.0967387), (11.7793549 48.0967178, 11.7790665 48.0967249, 11.778881 48.0967295), (11.7795453 48.0967131, 11.7793549 48.0967178))"
Max-Loidl-Weg,Q115462102,85598,4684725,"MULTILINESTRING ((11.7905201 48.0979287, 11.7906028 48.097933, 11.7910927 48.0978572, 11.7916449 48.0977298, 11.7920845 48.0976249))"
Max-Reger-Straße,Q57139,85591,4688830,"MULTILINESTRING ((11.7754971 48.1063303, 11.7755206 48.1062984, 11.7758698 48.1058255, 11.7761106 48.1054905, 11.7762411 48.1053121, 11.776324 48.1052669, 11.7764491 48.1052655, 11.7768773 48.1053922, 11.7773994 48.1055368, 11.7779202 48.105619, 11.7781504 48.1056786))"
Meisenweg,Q168473,85591,4644389/4644390,"MULTILINESTRING ((11.7613362 48.1094139, 11.7615142 48.1079885, 11.7615503 48.1075914, 11.7615575 48.1072665, 11.7615819 48.1070155, 11.7616009 48.1067827, 11.7616425 48.1066395, 11.7618464 48.1063639, 11.7622232 48.1058141), (11.7615819 48.1070155, 11.7624244 48.1073409))"
Mendelssohnstraße,Q46096,85598,4638018/904086310,"MULTILINESTRING ((11.7880654 48.1072021, 11.7881998 48.1076206, 11.7882697 48.107833, 11.7883108 48.1079526, 11.788413 48.1082652, 11.7884319 48.1083261), (11.7884319 48.1083261, 11.7879065 48.1084612))"
Michael-Berger-Straße,Q116069312,85591,297976781,"MULTILINESTRING ((11.7632853 48.1066868, 11.763345 48.1067192, 11.7639333 48.107038))"
Millöckerstraße,Q456099,85591,171247855,"MULTILINESTRING ((11.7723371 48.1104906, 11.7724715 48.1104261, 11.7734295 48.1098969, 11.7735521 48.109768, 11.7737636 48.109497, 11.7739853 48.1092175, 11.7740499 48.1091341, 11.7741906 48.1089433, 11.7743705 48.1086895, 11.7744528 48.1085776, 11.7745605 48.1084192, 11.7746306 48.1083133, 11.7747578 48.1081265, 11.7749912 48.1078575, 11.7750959 48.1077685, 11.7751488 48.1077273))"
Mirabellen-Hof,Q149741,85591,878961242/986852925/986852926,"MULTILINESTRING ((11.7683932 48.1141856, 11.7680212 48.114422, 11.7678119 48.114555, 11.767613 48.1146815, 11.7675555 48.1147067, 11.7673936 48.1147777, 11.7668135 48.1149553), (11.7668135 48.1149553, 11.7668135 48.1149997, 11.7669058 48.115049, 11.7672421 48.1149084, 11.7673759 48.114793), (11.7673759 48.114793, 11.7673936 48.1147777))"
Mistelweg,Q147345,85598,4684720,"MULTILINESTRING ((11.8008729 48.0973142, 11.8010958 48.098183, 11.8011619 48.0984631, 11.8012222 48.0986729))"
Mohnstraße,Q146391,85591,4692149,"MULTILINESTRING ((11.7773832 48.0991561, 11.776476 48.1004052))"
Mondstraße,Q405,85598,24964545,"MULTILINESTRING ((11.791719 48.0990874, 11.7916977 48.0996897, 11.7916949 48.1003114, 11.7917519 48.1004493))"
Mozartring,Q254,85598,4706526/4706527/8151616/1000104964,"MULTILINESTRING ((11.7905424 48.089576, 11.790765 48.0895885, 11.7909923 48.0895682, 11.7913321 48.0894649, 11.7915946 48.0893694, 11.791761 48.0893052, 11.7918044 48.0892877, 11.7919148 48.0892431, 11.7920526 48.0892176, 11.7922414 48.0891894, 11.7924922 48.0891753, 11.7927055 48.0891627, 11.7930195 48.0891643, 11.7930828 48.0891784, 11.7932098 48.0892141, 11.7933323 48.0892167), (11.7873652 48.0898183, 11.7877407 48.0895376, 11.7880754 48.0893653, 11.7885184 48.0892176, 11.7887547 48.0891684, 11.7890155 48.089134, 11.7892715 48.0891241, 11.7895275 48.0891192, 11.7897637 48.0891389, 11.7899852 48.0891832, 11.7902117 48.0892619, 11.790405 48.0893578, 11.790508 48.0894501, 11.7905424 48.089576, 11.7903912 48.0895665, 11.7901282 48.0895843, 11.7898728 48.0896187, 11.7898235 48.0896253, 11.7893226 48.0897327, 11.7890711 48.0897629, 11.788977 48.0897656), (11.7866799 48.090281, 11.7867979 48.090214, 11.787059 48.0900211, 11.7873652 48.0898183), (11.788977 48.0897656, 11.7885717 48.0897774, 11.7880875 48.0897629, 11.7876625 48.089774, 11.7873652 48.0898183))"
Mozartstraße,Q254,85591,52006032,"MULTILINESTRING ((11.7802336 48.1027922, 11.7788558 48.1023523))"
