datum,einrichtung,altersgruppe,erstimpfungen,zweitimpfungen,drittimpfungen,viertimpfungen
2022-05-18,Impfzentrum,60-69,5935,5597,6731,308
2022-05-18,Impfzentrum,70-79,7474,6825,4479,1111
2022-05-18,Impfzentrum,80+,7764,7305,3053,1103
2022-05-19,Impfzentrum,0-19,8277,8038,4060,3
2022-05-19,Impfzentrum,20-29,6833,7226,7559,28
2022-05-19,Impfzentrum,30-39,8023,8157,8596,42
2022-05-19,Impfzentrum,40-49,8091,8043,9836,84
2022-05-19,Impfzentrum,50-59,9879,9733,11616,148
2022-05-19,Impfzentrum,60-69,5935,5598,6733,310
2022-05-19,Impfzentrum,70-79,7474,6827,4479,1121
2022-05-19,Impfzentrum,80+,7764,7305,3054,1106
2022-05-20,Impfzentrum,0-19,8277,8038,4061,3
2022-05-20,Impfzentrum,20-29,6833,7226,7559,28
2022-05-20,Impfzentrum,30-39,8023,8157,8597,43
2022-05-20,Impfzentrum,40-49,8091,8043,9836,84
2022-05-20,Impfzentrum,50-59,9879,9733,11616,148
2022-05-20,Impfzentrum,60-69,5935,5598,6733,312
2022-05-20,Impfzentrum,70-79,7474,6827,4480,1122
2022-05-20,Impfzentrum,80+,7764,7305,3054,1108
2022-05-21,Impfzentrum,0-19,8278,8042,4066,3
2022-05-21,Impfzentrum,20-29,6833,7226,7560,29
2022-05-21,Impfzentrum,30-39,8023,8157,8599,43
2022-05-21,Impfzentrum,40-49,8091,8043,9838,86
2022-05-21,Impfzentrum,50-59,9879,9733,11618,149
2022-05-21,Impfzentrum,60-69,5935,5598,6733,313
2022-05-21,Impfzentrum,70-79,7474,6827,4480,1124
2022-05-21,Impfzentrum,80+,7764,7305,3055,1109
2022-05-23,Impfzentrum,0-19,8278,8042,4067,3
2022-05-23,Impfzentrum,20-29,6833,7227,7560,29
2022-05-23,Impfzentrum,30-39,8023,8157,8600,44
2022-05-23,Impfzentrum,40-49,8091,8043,9840,86
2022-05-23,Impfzentrum,50-59,9880,9733,11618,153
2022-05-23,Impfzentrum,60-69,5935,5598,6736,315
2022-05-23,Impfzentrum,70-79,7474,6827,4481,1127
2022-05-23,Impfzentrum,80+,7764,7305,3055,1110
2022-05-24,Impfzentrum,0-19,8278,8042,4068,3
2022-05-24,Impfzentrum,20-29,6833,7227,7560,29
2022-05-24,Impfzentrum,30-39,8023,8158,8602,44
2022-05-24,Impfzentrum,40-49,8091,8043,9842,86
2022-05-24,Impfzentrum,50-59,9880,9733,11620,154
2022-05-24,Impfzentrum,60-69,5935,5598,6736,315
2022-05-24,Impfzentrum,70-79,7474,6827,4482,1130
2022-05-24,Impfzentrum,80+,7764,7305,3055,1114
2022-05-25,Impfzentrum,0-19,8278,8042,4069,3
2022-05-25,Impfzentrum,20-29,6833,7227,7560,29
2022-05-25,Impfzentrum,30-39,8023,8158,8603,44
2022-05-25,Impfzentrum,40-49,8091,8043,9843,86
2022-05-25,Impfzentrum,50-59,9880,9734,11621,155
2022-05-25,Impfzentrum,60-69,5935,5598,6737,318
2022-05-25,Impfzentrum,70-79,7474,6827,4482,1135
2022-05-25,Impfzentrum,80+,7764,7305,3056,1117
2022-05-26,Impfzentrum,0-19,8278,8042,4070,3
2022-05-26,Impfzentrum,20-29,6833,7227,7561,29
2022-05-26,Impfzentrum,30-39,8023,8158,8605,44
2022-05-26,Impfzentrum,40-49,8092,8043,9843,90
2022-05-26,Impfzentrum,50-59,9880,9734,11622,156
2022-05-26,Impfzentrum,60-69,5935,5598,6739,321
2022-05-26,Impfzentrum,70-79,7474,6827,4482,1136
2022-05-26,Impfzentrum,80+,7764,7305,3056,1118
2022-05-27,Impfzentrum,0-19,8278,8042,4072,3
2022-05-27,Impfzentrum,20-29,6833,7227,7561,30
2022-05-27,Impfzentrum,30-39,8023,8158,8605,44
2022-05-27,Impfzentrum,40-49,8092,8043,9844,90
2022-05-27,Impfzentrum,50-59,9881,9734,11623,157
2022-05-27,Impfzentrum,60-69,5935,5598,6739,321
2022-05-27,Impfzentrum,70-79,7474,6827,4482,1140
2022-05-27,Impfzentrum,80+,7764,7305,3056,1121
2022-05-28,Impfzentrum,0-19,8278,8042,4077,3
2022-05-28,Impfzentrum,20-29,6833,7227,7562,31
2022-05-28,Impfzentrum,30-39,8024,8158,8606,44
2022-05-28,Impfzentrum,40-49,8092,8043,9846,90
2022-05-28,Impfzentrum,50-59,9881,9735,11626,157
2022-05-28,Impfzentrum,60-69,5935,5598,6740,323
2022-05-28,Impfzentrum,70-79,7474,6827,4482,1141
2022-05-28,Impfzentrum,80+,7764,7305,3056,1123
2022-05-30,Impfzentrum,0-19,8282,8042,4077,3
2022-05-30,Impfzentrum,20-29,6833,7227,7564,31
2022-05-30,Impfzentrum,30-39,8024,8158,8607,45
2022-05-30,Impfzentrum,40-49,8094,8043,9847,90
2022-05-30,Impfzentrum,50-59,9881,9735,11626,160
2022-05-30,Impfzentrum,60-69,5935,5598,6740,326
2022-05-30,Impfzentrum,70-79,7474,6827,4483,1144
2022-05-30,Impfzentrum,80+,7764,7305,3056,1124
2022-05-31,Impfzentrum,0-19,8282,8043,4078,3
2022-05-31,Impfzentrum,20-29,6833,7227,7564,31
2022-05-31,Impfzentrum,30-39,8024,8158,8610,45
2022-05-31,Impfzentrum,40-49,8094,8043,9848,90
2022-05-31,Impfzentrum,50-59,9881,9736,11628,161
2022-05-31,Impfzentrum,60-69,5935,5598,6741,328
2022-05-31,Impfzentrum,70-79,7474,6827,4483,1145
2022-05-31,Impfzentrum,80+,7764,7305,3056,1124
2022-06-01,Impfzentrum,0-19,8282,8043,4080,3
2022-06-01,Impfzentrum,20-29,6833,7227,7566,31
2022-06-01,Impfzentrum,30-39,8024,8158,8612,45
2022-06-01,Impfzentrum,40-49,8094,8043,9849,90
2022-06-01,Impfzentrum,50-59,9881,9736,11630,161
2022-06-01,Impfzentrum,60-69,5935,5598,6741,332
2022-06-01,Impfzentrum,70-79,7474,6827,4483,1148
2022-06-01,Impfzentrum,80+,7764,7305,3057,1127
2022-06-03,Impfzentrum,0-19,8282,8043,4080,3
2022-06-03,Impfzentrum,20-29,6833,7227,7566,31
2022-06-03,Impfzentrum,30-39,8024,8158,8613,45
2022-06-03,Impfzentrum,40-49,8094,8043,9850,91
2022-06-03,Impfzentrum,50-59,9881,9736,11632,163
2022-06-03,Impfzentrum,60-69,5935,5598,6742,335
2022-06-03,Impfzentrum,70-79,7474,6827,4483,1152
2022-06-03,Impfzentrum,80+,7764,7305,3060,1133
2022-06-04,Impfzentrum,0-19,8282,8043,4080,3
2022-06-04,Impfzentrum,20-29,6833,7227,7568,31
2022-06-04,Impfzentrum,30-39,8024,8158,8614,46
2022-06-04,Impfzentrum,40-49,8094,8043,9851,92
2022-06-04,Impfzentrum,50-59,9881,9736,11634,164
2022-06-04,Impfzentrum,60-69,5935,5598,6742,335
2022-06-04,Impfzentrum,70-79,7474,6827,4483,1157
2022-06-04,Impfzentrum,80+,7764,7305,3060,1135
2022-06-08,Impfzentrum,0-19,8282,8044,4081,3
2022-06-08,Impfzentrum,20-29,6834,7227,7570,31
2022-06-08,Impfzentrum,30-39,8024,8158,8614,48
2022-06-08,Impfzentrum,40-49,8094,8044,9851,92
2022-06-08,Impfzentrum,50-59,9881,9736,11636,166
2022-06-08,Impfzentrum,60-69,5935,5598,6744,336
2022-06-08,Impfzentrum,70-79,7474,6827,4484,1158
2022-06-08,Impfzentrum,80+,7764,7305,3060,1141
2022-06-10,Impfzentrum,0-19,8283,8045,4082,3
2022-06-10,Impfzentrum,20-29,6835,7227,7570,31
2022-06-10,Impfzentrum,30-39,8024,8158,8616,49
2022-06-10,Impfzentrum,40-49,8094,8045,9851,92
2022-06-10,Impfzentrum,50-59,9881,9736,11636,167
2022-06-10,Impfzentrum,60-69,5935,5598,6744,339
2022-06-10,Impfzentrum,70-79,7474,6827,4484,1168
2022-06-10,Impfzentrum,80+,7764,7305,3062,1151
2022-06-11,Impfzentrum,0-19,8283,8045,4085,3
2022-06-11,Impfzentrum,20-29,6835,7229,7572,31
2022-06-11,Impfzentrum,30-39,8024,8158,8616,49
2022-06-11,Impfzentrum,40-49,8094,8045,9851,93
2022-06-11,Impfzentrum,50-59,9881,9737,11636,167
2022-06-11,Impfzentrum,60-69,5935,5598,6745,339
2022-06-11,Impfzentrum,70-79,7474,6827,4484,1169
2022-06-11,Impfzentrum,80+,7764,7305,3062,1155
2022-06-13,Impfzentrum,0-19,8283,8045,4087,3
2022-06-13,Impfzentrum,20-29,6835,7229,7573,31
2022-06-13,Impfzentrum,30-39,8024,8158,8618,49
2022-06-13,Impfzentrum,40-49,8094,8045,9851,94
2022-06-13,Impfzentrum,50-59,9881,9737,11636,167
2022-06-13,Impfzentrum,60-69,5935,5598,6745,339
2022-06-13,Impfzentrum,70-79,7474,6827,4484,1170
2022-06-13,Impfzentrum,80+,7764,7305,3062,1156
2022-06-15,Impfzentrum,0-19,8284,8045,4087,3
2022-06-15,Impfzentrum,20-29,6835,7230,7573,31
2022-06-15,Impfzentrum,30-39,8024,8158,8619,50
2022-06-15,Impfzentrum,40-49,8094,8045,9851,94
2022-06-15,Impfzentrum,50-59,9881,9737,11637,169
2022-06-15,Impfzentrum,60-69,5935,5598,6745,339
2022-06-15,Impfzentrum,70-79,7474,6827,4485,1178
2022-06-15,Impfzentrum,80+,7764,7305,3062,1159
2022-06-17,Impfzentrum,0-19,8284,8045,4088,4
2022-06-17,Impfzentrum,20-29,6835,7230,7573,31
2022-06-17,Impfzentrum,30-39,8024,8158,8620,50
2022-06-17,Impfzentrum,40-49,8094,8045,9852,95
2022-06-17,Impfzentrum,50-59,9881,9737,11638,171
2022-06-17,Impfzentrum,60-69,5935,5598,6745,347
2022-06-17,Impfzentrum,70-79,7474,6827,4486,1185
2022-06-17,Impfzentrum,80+,7764,7305,3063,1168
2022-06-20,Impfzentrum,0-19,8285,8045,4091,5
2022-06-20,Impfzentrum,20-29,6835,7230,7575,31
2022-06-20,Impfzentrum,30-39,8024,8158,8620,51
2022-06-20,Impfzentrum,40-49,8094,8047,9853,97
2022-06-20,Impfzentrum,50-59,9881,9737,11641,179
2022-06-20,Impfzentrum,60-69,5935,5598,6745,353
2022-06-20,Impfzentrum,70-79,7474,6827,4488,1197
2022-06-20,Impfzentrum,80+,7764,7305,3063,1172
2022-06-22,Impfzentrum,0-19,8285,8045,4093,5
2022-06-22,Impfzentrum,20-29,6835,7230,7576,32
2022-06-22,Impfzentrum,30-39,8024,8158,8621,51
2022-06-22,Impfzentrum,40-49,8094,8047,9855,99
2022-06-22,Impfzentrum,50-59,9881,9737,11642,179
2022-06-22,Impfzentrum,60-69,5935,5598,6745,360
2022-06-22,Impfzentrum,70-79,7474,6827,4488,1208
2022-06-22,Impfzentrum,80+,7764,7305,3063,1174
2022-06-24,Impfzentrum,0-19,8285,8047,4094,5
2022-06-24,Impfzentrum,20-29,6835,7230,7577,33
2022-06-24,Impfzentrum,30-39,8024,8158,8624,54
2022-06-24,Impfzentrum,40-49,8094,8048,9855,101
2022-06-24,Impfzentrum,50-59,9881,9737,11642,182
2022-06-24,Impfzentrum,60-69,5935,5598,6746,367
2022-06-24,Impfzentrum,70-79,7474,6827,4489,1217
2022-06-24,Impfzentrum,80+,7764,7305,3063,1181
2022-06-25,Impfzentrum,0-19,8286,8047,4095,5
2022-06-25,Impfzentrum,20-29,6836,7231,7579,33
2022-06-25,Impfzentrum,30-39,8025,8158,8625,55
2022-06-25,Impfzentrum,40-49,8094,8048,9857,103
2022-06-25,Impfzentrum,50-59,9881,9737,11645,184
2022-06-25,Impfzentrum,60-69,5935,5598,6747,369
2022-06-25,Impfzentrum,70-79,7474,6827,4489,1222
2022-06-25,Impfzentrum,80+,7764,7305,3063,1188
2022-06-27,Impfzentrum,0-19,8286,8048,4095,5
2022-06-27,Impfzentrum,20-29,6836,7231,7579,33
2022-06-27,Impfzentrum,30-39,8025,8158,8626,57
2022-06-27,Impfzentrum,40-49,8094,8048,9864,103
2022-06-27,Impfzentrum,50-59,9881,9737,11648,184
2022-06-27,Impfzentrum,60-69,5935,5598,6747,375
2022-06-27,Impfzentrum,70-79,7474,6827,4490,1227
2022-06-27,Impfzentrum,80+,7764,7305,3066,1191
2022-06-29,Impfzentrum,0-19,8286,8048,4096,5
2022-06-29,Impfzentrum,20-29,6836,7231,7580,33
2022-06-29,Impfzentrum,30-39,8025,8158,8627,58
2022-06-29,Impfzentrum,40-49,8094,8049,9866,104
2022-06-29,Impfzentrum,50-59,9881,9737,11649,188
2022-06-29,Impfzentrum,60-69,5935,5598,6747,381
2022-06-29,Impfzentrum,70-79,7475,6827,4492,1237
2022-06-29,Impfzentrum,80+,7764,7305,3066,1198
2022-07-01,Impfzentrum,0-19,8288,8048,4099,5
2022-07-01,Impfzentrum,20-29,6837,7231,7580,33
2022-07-01,Impfzentrum,30-39,8025,8158,8628,61
2022-07-01,Impfzentrum,40-49,8094,8049,9868,106
2022-07-01,Impfzentrum,50-59,9881,9737,11653,192
2022-07-01,Impfzentrum,60-69,5935,5598,6747,390
2022-07-01,Impfzentrum,70-79,7475,6827,4493,1240
2022-07-01,Impfzentrum,80+,7764,7305,3067,1203
2022-07-02,Impfzentrum,0-19,8288,8049,4101,5
2022-07-02,Impfzentrum,20-29,6837,7231,7580,34
2022-07-02,Impfzentrum,30-39,8025,8158,8631,61
2022-07-02,Impfzentrum,40-49,8094,8051,9871,107
2022-07-02,Impfzentrum,50-59,9881,9737,11656,197
2022-07-02,Impfzentrum,60-69,5935,5598,6747,394
2022-07-02,Impfzentrum,70-79,7475,6827,4493,1243
2022-07-02,Impfzentrum,80+,7764,7305,3068,1209
2022-07-06,Impfzentrum,0-19,8290,8049,4101,6
2022-07-06,Impfzentrum,20-29,6837,7231,7583,36
2022-07-06,Impfzentrum,30-39,8025,8158,8631,63
2022-07-06,Impfzentrum,40-49,8094,8051,9874,110
2022-07-06,Impfzentrum,50-59,9881,9737,11658,198
2022-07-06,Impfzentrum,60-69,5935,5598,6747,403
2022-07-06,Impfzentrum,70-79,7475,6827,4495,1247
2022-07-06,Impfzentrum,80+,7764,7305,3068,1213
2022-07-08,Impfzentrum,0-19,8292,8051,4110,6
2022-07-08,Impfzentrum,20-29,6837,7231,7585,36
2022-07-08,Impfzentrum,30-39,8025,8158,8635,66
2022-07-08,Impfzentrum,40-49,8094,8051,9876,111
2022-07-08,Impfzentrum,50-59,9881,9737,11659,204
2022-07-08,Impfzentrum,60-69,5935,5598,6749,418
2022-07-08,Impfzentrum,70-79,7475,6827,4495,1279
2022-07-08,Impfzentrum,80+,7764,7305,3070,1240
2022-07-09,Impfzentrum,0-19,8292,8052,4114,6
2022-07-09,Impfzentrum,20-29,6837,7232,7586,36
2022-07-09,Impfzentrum,30-39,8025,8159,8636,67
2022-07-09,Impfzentrum,40-49,8094,8051,9878,111
2022-07-09,Impfzentrum,50-59,9882,9737,11660,207
2022-07-09,Impfzentrum,60-69,5935,5598,6752,428
2022-07-09,Impfzentrum,70-79,7475,6827,4496,1286
2022-07-09,Impfzentrum,80+,7764,7305,3070,1255
2022-07-13,Impfzentrum,0-19,8294,8052,4118,7
2022-07-13,Impfzentrum,20-29,6837,7232,7588,38
2022-07-13,Impfzentrum,30-39,8025,8159,8638,68
2022-07-13,Impfzentrum,40-49,8094,8051,9881,115
2022-07-13,Impfzentrum,50-59,9882,9737,11663,214
2022-07-13,Impfzentrum,60-69,5935,5598,6753,445
2022-07-13,Impfzentrum,70-79,7475,6827,4496,1315
2022-07-13,Impfzentrum,80+,7764,7305,3070,1270
2022-07-15,Impfzentrum,0-19,8294,8054,4123,8
2022-07-15,Impfzentrum,20-29,6837,7232,7588,38
2022-07-15,Impfzentrum,30-39,8025,8160,8639,68
2022-07-15,Impfzentrum,40-49,8094,8051,9883,119
2022-07-15,Impfzentrum,50-59,9882,9737,11666,218
2022-07-15,Impfzentrum,60-69,5935,5598,6754,472
2022-07-15,Impfzentrum,70-79,7475,6827,4498,1335
2022-07-15,Impfzentrum,80+,7764,7305,3071,1282
2022-07-20,Impfzentrum,0-19,8296,8058,4129,9
2022-07-20,Impfzentrum,20-29,6837,7232,7590,38
2022-07-20,Impfzentrum,30-39,8027,8160,8643,68
2022-07-20,Impfzentrum,40-49,8095,8051,9888,126
2022-07-20,Impfzentrum,50-59,9882,9737,11670,224
2022-07-20,Impfzentrum,60-69,5935,5598,6754,512
2022-07-20,Impfzentrum,70-79,7475,6827,4499,1369
2022-07-20,Impfzentrum,80+,7764,7305,3072,1299
2022-07-22,Impfzentrum,0-19,8296,8060,4131,9
2022-07-22,Impfzentrum,20-29,6837,7233,7591,41
2022-07-22,Impfzentrum,30-39,8027,8160,8645,71
2022-07-22,Impfzentrum,40-49,8095,8051,9892,131
2022-07-22,Impfzentrum,50-59,9882,9737,11671,228
2022-07-22,Impfzentrum,60-69,5935,5598,6755,532
2022-07-22,Impfzentrum,70-79,7475,6827,4500,1391
2022-07-22,Impfzentrum,80+,7764,7305,3072,1309
2022-07-23,Impfzentrum,0-19,8296,8060,4134,9
2022-07-23,Impfzentrum,20-29,6837,7233,7591,41
2022-07-23,Impfzentrum,30-39,8027,8160,8648,72
2022-07-23,Impfzentrum,40-49,8096,8051,9892,133
2022-07-23,Impfzentrum,50-59,9882,9737,11673,235
2022-07-23,Impfzentrum,60-69,5935,5598,6757,541
2022-07-23,Impfzentrum,70-79,7475,6827,4502,1402
2022-07-23,Impfzentrum,80+,7764,7305,3073,1315
2022-07-27,Impfzentrum,0-19,8296,8061,4138,10
2022-07-27,Impfzentrum,20-29,6838,7233,7591,41
2022-07-27,Impfzentrum,30-39,8027,8160,8651,75
2022-07-27,Impfzentrum,40-49,8096,8052,9894,135
2022-07-27,Impfzentrum,50-59,9882,9737,11676,237
2022-07-27,Impfzentrum,60-69,5935,5598,6758,555
2022-07-27,Impfzentrum,70-79,7475,6827,4504,1419
2022-07-27,Impfzentrum,80+,7764,7305,3073,1322
2022-07-29,Impfzentrum,0-19,8296,8063,4140,10
2022-07-29,Impfzentrum,20-29,6838,7233,7594,41
2022-07-29,Impfzentrum,30-39,8028,8160,8652,77
2022-07-29,Impfzentrum,40-49,8096,8052,9895,138
2022-07-29,Impfzentrum,50-59,9882,9737,11679,240
2022-07-29,Impfzentrum,60-69,5935,5598,6759,565
2022-07-29,Impfzentrum,70-79,7475,6827,4504,1429
2022-07-29,Impfzentrum,80+,7764,7305,3073,1336
2022-07-30,Impfzentrum,0-19,8298,8067,4140,10
2022-07-30,Impfzentrum,20-29,6838,7233,7596,41
2022-07-30,Impfzentrum,30-39,8028,8160,8652,77
2022-07-30,Impfzentrum,40-49,8096,8052,9895,141
2022-07-30,Impfzentrum,50-59,9883,9737,11682,242
2022-07-30,Impfzentrum,60-69,5935,5598,6759,575
2022-07-30,Impfzentrum,70-79,7475,6827,4504,1433
2022-07-30,Impfzentrum,80+,7764,7305,3073,1340
2022-08-03,Impfzentrum,0-19,8298,8067,4142,10
2022-08-03,Impfzentrum,20-29,6839,7233,7597,42
2022-08-03,Impfzentrum,30-39,8028,8160,8652,79
2022-08-03,Impfzentrum,40-49,8097,8053,9895,142
2022-08-03,Impfzentrum,50-59,9884,9737,11682,244
2022-08-03,Impfzentrum,60-69,5935,5598,6762,586
2022-08-03,Impfzentrum,70-79,7475,6827,4504,1446
2022-08-03,Impfzentrum,80+,7764,7305,3074,1350
2022-08-05,Impfzentrum,0-19,8300,8067,4145,10
2022-08-05,Impfzentrum,20-29,6839,7234,7598,42
2022-08-05,Impfzentrum,30-39,8028,8160,8658,81
2022-08-05,Impfzentrum,40-49,8097,8053,9901,143
2022-08-05,Impfzentrum,50-59,9884,9737,11683,251
2022-08-05,Impfzentrum,60-69,5935,5598,6763,603
2022-08-05,Impfzentrum,70-79,7475,6827,4504,1462
2022-08-05,Impfzentrum,80+,7764,7305,3074,1361
2022-08-10,Impfzentrum,0-19,8302,8070,4147,10
2022-08-10,Impfzentrum,20-29,6839,7235,7600,44
2022-08-10,Impfzentrum,30-39,8028,8161,8660,83
2022-08-10,Impfzentrum,40-49,8097,8054,9903,145
2022-08-10,Impfzentrum,50-59,9884,9738,11685,260
2022-08-10,Impfzentrum,60-69,5935,5598,6767,614
2022-08-10,Impfzentrum,70-79,7475,6827,4506,1471
2022-08-10,Impfzentrum,80+,7764,7305,3075,1366
2022-08-12,Impfzentrum,0-19,8302,8070,4147,10
2022-08-12,Impfzentrum,20-29,6840,7235,7600,44
2022-08-12,Impfzentrum,30-39,8028,8161,8662,83
2022-08-12,Impfzentrum,40-49,8097,8054,9903,146
2022-08-12,Impfzentrum,50-59,9884,9738,11689,263
2022-08-12,Impfzentrum,60-69,5935,5599,6769,624
2022-08-12,Impfzentrum,70-79,7475,6827,4507,1480
2022-08-12,Impfzentrum,80+,7764,7305,3076,1378
2022-08-13,Impfzentrum,0-19,8304,8070,4147,10
2022-08-13,Impfzentrum,20-29,6840,7235,7601,44
2022-08-13,Impfzentrum,30-39,8028,8161,8664,83
2022-08-13,Impfzentrum,40-49,8097,8054,9903,147
2022-08-13,Impfzentrum,50-59,9884,9738,11689,267
2022-08-13,Impfzentrum,60-69,5935,5599,6770,629
2022-08-13,Impfzentrum,70-79,7475,6827,4507,1488
2022-08-13,Impfzentrum,80+,7764,7305,3077,1384
2022-08-17,Impfzentrum,0-19,8304,8070,4147,10
2022-08-17,Impfzentrum,20-29,6840,7235,7601,44
2022-08-17,Impfzentrum,30-39,8028,8162,8664,83
2022-08-17,Impfzentrum,40-49,8097,8054,9903,147
2022-08-17,Impfzentrum,50-59,9884,9738,11689,267
2022-08-17,Impfzentrum,60-69,5935,5599,6772,635
2022-08-17,Impfzentrum,70-79,7475,6827,4507,1490
2022-08-17,Impfzentrum,80+,7764,7305,3077,1386
2022-08-19,Impfzentrum,0-19,8304,8070,4147,10
2022-08-19,Impfzentrum,20-29,6840,7235,7601,44
2022-08-19,Impfzentrum,30-39,8028,8162,8666,84
2022-08-19,Impfzentrum,40-49,8097,8054,9904,148
2022-08-19,Impfzentrum,50-59,9884,9738,11689,270
2022-08-19,Impfzentrum,60-69,5935,5599,6775,644
2022-08-19,Impfzentrum,70-79,7475,6827,4508,1494
2022-08-19,Impfzentrum,80+,7764,7305,3077,1389
2022-08-20,Impfzentrum,0-19,8304,8070,4151,10
2022-08-20,Impfzentrum,20-29,6841,7235,7602,44
2022-08-20,Impfzentrum,30-39,8028,8163,8670,85
2022-08-20,Impfzentrum,40-49,8098,8054,9906,148
2022-08-20,Impfzentrum,50-59,9884,9738,11690,273
2022-08-20,Impfzentrum,60-69,5935,5599,6776,650
2022-08-20,Impfzentrum,70-79,7475,6827,4508,1500
2022-08-20,Impfzentrum,80+,7764,7305,3077,1390
2022-08-24,Impfzentrum,0-19,8305,8070,4151,10
2022-08-24,Impfzentrum,20-29,6841,7235,7602,45
2022-08-24,Impfzentrum,30-39,8029,8163,8670,86
2022-08-24,Impfzentrum,40-49,8098,8054,9907,149
2022-08-24,Impfzentrum,50-59,9884,9738,11691,276
2022-08-24,Impfzentrum,60-69,5935,5599,6781,657
2022-08-24,Impfzentrum,70-79,7475,6827,4508,1508
2022-08-24,Impfzentrum,80+,7764,7305,3078,1393
2022-08-26,Impfzentrum,0-19,8306,8070,4154,10
2022-08-26,Impfzentrum,20-29,6841,7235,7602,45
2022-08-26,Impfzentrum,30-39,8029,8163,8671,88
2022-08-26,Impfzentrum,40-49,8098,8054,9911,151
2022-08-26,Impfzentrum,50-59,9884,9738,11692,281
2022-08-26,Impfzentrum,60-69,5935,5599,6781,680
2022-08-26,Impfzentrum,70-79,7475,6827,4508,1524
2022-08-26,Impfzentrum,80+,7764,7305,3079,1400
2022-08-27,Impfzentrum,0-19,8309,8071,4154,10
2022-08-27,Impfzentrum,20-29,6841,7235,7602,45
2022-08-27,Impfzentrum,30-39,8029,8165,8674,88
2022-08-27,Impfzentrum,40-49,8098,8054,9911,154
2022-08-27,Impfzentrum,50-59,9884,9739,11693,286
2022-08-27,Impfzentrum,60-69,5935,5599,6781,700
2022-08-27,Impfzentrum,70-79,7475,6827,4509,1531
2022-08-27,Impfzentrum,80+,7764,7305,3079,1407
2022-08-31,Impfzentrum,0-19,8309,8072,4154,10
2022-08-31,Impfzentrum,20-29,6841,7235,7602,45
2022-08-31,Impfzentrum,30-39,8029,8165,8674,88
2022-08-31,Impfzentrum,40-49,8098,8055,9911,154
2022-08-31,Impfzentrum,50-59,9884,9740,11696,288
2022-08-31,Impfzentrum,60-69,5935,5599,6784,711
2022-08-31,Impfzentrum,70-79,7475,6827,4510,1536
2022-08-31,Impfzentrum,80+,7764,7305,3079,1411
2022-09-03,Impfzentrum,0-19,8310,8073,4160,10
2022-09-03,Impfzentrum,20-29,6842,7235,7603,45
2022-09-03,Impfzentrum,30-39,8029,8165,8676,89
2022-09-03,Impfzentrum,40-49,8098,8056,9914,157
2022-09-03,Impfzentrum,50-59,9884,9740,11696,293
2022-09-03,Impfzentrum,60-69,5935,5599,6786,727
2022-09-03,Impfzentrum,70-79,7475,6827,4510,1542
2022-09-03,Impfzentrum,80+,7764,7305,3079,1418
2022-09-07,Impfzentrum,0-19,8310,8073,4162,10
2022-09-07,Impfzentrum,20-29,6842,7236,7605,47
2022-09-07,Impfzentrum,30-39,8029,8165,8677,89
2022-09-07,Impfzentrum,40-49,8098,8056,9914,157
2022-09-07,Impfzentrum,50-59,9884,9740,11698,298
2022-09-07,Impfzentrum,60-69,5935,5599,6787,734
2022-09-07,Impfzentrum,70-79,7475,6827,4510,1548
2022-09-07,Impfzentrum,80+,7764,7305,3079,1419
2022-09-09,Impfzentrum,0-19,8311,8073,4163,10
2022-09-09,Impfzentrum,20-29,6842,7236,7606,47
2022-09-09,Impfzentrum,30-39,8029,8165,8678,90
2022-09-09,Impfzentrum,40-49,8098,8056,9915,157
2022-09-09,Impfzentrum,50-59,9884,9740,11698,302
2022-09-09,Impfzentrum,60-69,5935,5599,6792,743
2022-09-09,Impfzentrum,70-79,7475,6827,4513,1553
2022-09-09,Impfzentrum,80+,7765,7305,3079,1420
2022-09-10,Impfzentrum,0-19,8311,8074,4164,10
2022-09-10,Impfzentrum,20-29,6842,7236,7609,47
2022-09-10,Impfzentrum,30-39,8029,8165,8683,92
2022-09-10,Impfzentrum,40-49,8098,8056,9916,158
2022-09-10,Impfzentrum,50-59,9884,9740,11699,304
2022-09-10,Impfzentrum,60-69,5935,5599,6794,753
2022-09-10,Impfzentrum,70-79,7475,6827,4513,1554
2022-09-10,Impfzentrum,80+,7765,7305,3079,1422
2022-09-14,Impfzentrum,0-19,8311,8074,4164,10
2022-09-14,Impfzentrum,20-29,6842,7236,7611,48
2022-09-14,Impfzentrum,30-39,8029,8165,8690,96
2022-09-14,Impfzentrum,40-49,8098,8056,9916,159
2022-09-14,Impfzentrum,50-59,9884,9740,11699,310
2022-09-14,Impfzentrum,60-69,5935,5599,6796,774
2022-09-14,Impfzentrum,70-79,7475,6827,4513,1569
2022-09-14,Impfzentrum,80+,7765,7305,3080,1424
2022-09-16,Impfzentrum,0-19,8312,8074,4165,10
2022-09-16,Impfzentrum,20-29,6842,7236,7614,50
2022-09-16,Impfzentrum,30-39,8029,8166,8695,108
2022-09-16,Impfzentrum,40-49,8098,8056,9918,166
2022-09-16,Impfzentrum,50-59,9884,9740,11700,329
2022-09-16,Impfzentrum,60-69,5936,5599,6798,821
2022-09-16,Impfzentrum,70-79,7475,6827,4516,1602
2022-09-16,Impfzentrum,80+,7765,7305,3080,1429
2022-09-17,Impfzentrum,0-19,8315,8077,4166,11
2022-09-17,Impfzentrum,20-29,6842,7238,7616,53
2022-09-17,Impfzentrum,30-39,8029,8166,8696,120
2022-09-17,Impfzentrum,40-49,8098,8057,9920,185
