datum,einrichtung,altersgruppe,erstimpfungen,zweitimpfungen,drittimpfungen,viertimpfungen
2021-11-04,Impfzentrum,30-39,6805,6442,113,0
2021-11-04,Impfzentrum,40-49,7310,6934,177,0
2021-11-04,Impfzentrum,50-59,9235,8794,211,0
2021-11-04,Impfzentrum,60-69,5686,5231,156,0
2021-11-04,Impfzentrum,70-79,7376,6684,159,0
2021-11-04,Impfzentrum,80+,7714,7243,1070,0
2021-11-05,Impfzentrum,0-19,4227,3789,15,0
2021-11-05,Impfzentrum,20-29,5768,5591,92,0
2021-11-05,Impfzentrum,30-39,6839,6470,132,0
2021-11-05,Impfzentrum,40-49,7330,6959,213,0
2021-11-05,Impfzentrum,50-59,9248,8808,259,0
2021-11-05,Impfzentrum,60-69,5692,5237,188,0
2021-11-05,Impfzentrum,70-79,7378,6686,177,0
2021-11-05,Impfzentrum,80+,7714,7243,1140,0
2021-11-06,Impfzentrum,0-19,4249,3806,15,0
2021-11-06,Impfzentrum,20-29,5781,5610,101,0
2021-11-06,Impfzentrum,30-39,6858,6494,137,0
2021-11-06,Impfzentrum,40-49,7341,6970,226,0
2021-11-06,Impfzentrum,50-59,9253,8815,290,0
2021-11-06,Impfzentrum,60-69,5697,5237,203,0
2021-11-06,Impfzentrum,70-79,7379,6686,184,0
2021-11-06,Impfzentrum,80+,7714,7245,1154,0
2021-11-07,Impfzentrum,0-19,4249,3808,15,0
2021-11-07,Impfzentrum,20-29,5784,5611,105,0
2021-11-07,Impfzentrum,30-39,6859,6494,138,0
2021-11-07,Impfzentrum,40-49,7342,6971,229,0
2021-11-07,Impfzentrum,50-59,9253,8816,293,0
2021-11-07,Impfzentrum,60-69,5698,5238,205,0
2021-11-07,Impfzentrum,70-79,7379,6687,189,0
2021-11-07,Impfzentrum,80+,7714,7245,1159,0
2021-11-08,Impfzentrum,0-19,4287,3819,18,0
2021-11-08,Impfzentrum,20-29,5807,5623,110,0
2021-11-08,Impfzentrum,30-39,6879,6512,153,0
2021-11-08,Impfzentrum,40-49,7358,6980,264,0
2021-11-08,Impfzentrum,50-59,9263,8827,335,0
2021-11-08,Impfzentrum,60-69,5707,5250,240,0
2021-11-08,Impfzentrum,70-79,7381,6687,242,0
2021-11-08,Impfzentrum,80+,7714,7246,1215,0
2021-11-09,Impfzentrum,0-19,4346,3834,19,0
2021-11-09,Impfzentrum,20-29,5828,5636,117,0
2021-11-09,Impfzentrum,30-39,6906,6520,185,0
2021-11-09,Impfzentrum,40-49,7370,6986,291,0
2021-11-09,Impfzentrum,50-59,9281,8830,362,0
2021-11-09,Impfzentrum,60-69,5709,5250,268,0
2021-11-09,Impfzentrum,70-79,7383,6689,269,0
2021-11-09,Impfzentrum,80+,7715,7246,1277,0
2021-11-10,Impfzentrum,0-19,4390,3848,19,0
2021-11-10,Impfzentrum,20-29,5853,5652,127,0
2021-11-10,Impfzentrum,30-39,6933,6535,214,0
2021-11-10,Impfzentrum,40-49,7390,6995,337,0
2021-11-10,Impfzentrum,50-59,9305,8842,431,0
2021-11-10,Impfzentrum,60-69,5720,5253,319,0
2021-11-10,Impfzentrum,70-79,7386,6689,333,0
2021-11-10,Impfzentrum,80+,7715,7246,1375,0
2021-11-11,Impfzentrum,0-19,4405,3852,19,0
2021-11-11,Impfzentrum,20-29,5862,5662,139,0
2021-11-11,Impfzentrum,30-39,6946,6547,241,0
2021-11-11,Impfzentrum,40-49,7409,7003,376,0
2021-11-11,Impfzentrum,50-59,9313,8853,498,0
2021-11-11,Impfzentrum,60-69,5725,5255,367,0
2021-11-11,Impfzentrum,70-79,7389,6691,381,0
2021-11-11,Impfzentrum,80+,7716,7247,1450,0
2021-11-12,Impfzentrum,0-19,4446,3893,20,0
2021-11-12,Impfzentrum,20-29,5877,5682,162,0
2021-11-12,Impfzentrum,30-39,6969,6568,294,0
2021-11-12,Impfzentrum,40-49,7424,7028,437,0
2021-11-12,Impfzentrum,50-59,9326,8868,601,0
2021-11-12,Impfzentrum,60-69,5732,5258,415,0
2021-11-12,Impfzentrum,70-79,7389,6692,418,0
2021-11-12,Impfzentrum,80+,7717,7250,1503,0
2021-11-13,Impfzentrum,0-19,4535,3911,30,0
2021-11-13,Impfzentrum,20-29,5909,5705,189,0
2021-11-13,Impfzentrum,30-39,7007,6592,321,0
2021-11-13,Impfzentrum,40-49,7445,7039,483,0
2021-11-13,Impfzentrum,50-59,9347,8876,675,0
2021-11-13,Impfzentrum,60-69,5738,5264,457,0
2021-11-13,Impfzentrum,70-79,7392,6693,444,0
2021-11-13,Impfzentrum,80+,7718,7250,1537,0
2021-11-14,Impfzentrum,0-19,4554,3913,31,0
2021-11-14,Impfzentrum,20-29,5914,5716,200,0
2021-11-14,Impfzentrum,30-39,7017,6599,336,0
2021-11-14,Impfzentrum,40-49,7448,7041,497,0
2021-11-14,Impfzentrum,50-59,9353,8878,704,0
2021-11-14,Impfzentrum,60-69,5739,5267,474,0
2021-11-14,Impfzentrum,70-79,7392,6693,478,0
2021-11-14,Impfzentrum,80+,7719,7250,1555,0
2021-11-15,Impfzentrum,0-19,4604,3928,36,0
2021-11-15,Impfzentrum,20-29,5947,5726,242,0
2021-11-15,Impfzentrum,30-39,7048,6612,379,0
2021-11-15,Impfzentrum,40-49,7481,7056,565,0
2021-11-15,Impfzentrum,50-59,9372,8892,816,0
2021-11-15,Impfzentrum,60-69,5752,5271,573,0
2021-11-15,Impfzentrum,70-79,7394,6694,591,0
2021-11-15,Impfzentrum,80+,7721,7250,1643,0
2021-11-16,Impfzentrum,0-19,4669,3951,40,0
2021-11-16,Impfzentrum,20-29,5966,5747,273,0
2021-11-16,Impfzentrum,30-39,7087,6632,412,0
2021-11-16,Impfzentrum,40-49,7494,7066,621,0
2021-11-16,Impfzentrum,50-59,9385,8900,920,0
2021-11-16,Impfzentrum,60-69,5756,5273,624,0
2021-11-16,Impfzentrum,70-79,7396,6695,665,0
2021-11-16,Impfzentrum,80+,7722,7250,1691,0
2021-11-17,Impfzentrum,0-19,4697,3957,47,0
2021-11-17,Impfzentrum,20-29,5981,5762,297,0
2021-11-17,Impfzentrum,30-39,7106,6649,459,0
2021-11-17,Impfzentrum,40-49,7510,7072,690,0
2021-11-17,Impfzentrum,50-59,9393,8905,1041,0
2021-11-17,Impfzentrum,60-69,5761,5276,719,0
2021-11-17,Impfzentrum,70-79,7397,6697,802,0
2021-11-17,Impfzentrum,80+,7722,7250,1749,0
2021-11-18,Impfzentrum,0-19,4739,3969,51,0
2021-11-18,Impfzentrum,20-29,6011,5781,343,0
2021-11-18,Impfzentrum,30-39,7122,6666,532,0
2021-11-18,Impfzentrum,40-49,7534,7080,829,0
2021-11-18,Impfzentrum,50-59,9405,8912,1267,0
2021-11-18,Impfzentrum,60-69,5769,5283,905,0
2021-11-18,Impfzentrum,70-79,7398,6698,986,0
2021-11-18,Impfzentrum,80+,7722,7250,1857,0
2021-11-19,Impfzentrum,0-19,4775,4004,57,0
2021-11-19,Impfzentrum,20-29,6032,5790,404,0
2021-11-19,Impfzentrum,30-39,7147,6682,624,0
2021-11-19,Impfzentrum,40-49,7550,7089,979,0
2021-11-19,Impfzentrum,50-59,9422,8919,1498,0
2021-11-19,Impfzentrum,60-69,5770,5286,1050,0
2021-11-19,Impfzentrum,70-79,7398,6699,1125,0
2021-11-19,Impfzentrum,80+,7722,7251,1902,0
2021-11-20,Impfzentrum,0-19,4814,4015,69,0
2021-11-20,Impfzentrum,20-29,6055,5798,457,0
2021-11-20,Impfzentrum,30-39,7183,6691,755,0
2021-11-20,Impfzentrum,40-49,7571,7100,1107,0
2021-11-20,Impfzentrum,50-59,9441,8924,1718,0
2021-11-20,Impfzentrum,60-69,5773,5286,1170,0
2021-11-20,Impfzentrum,70-79,7401,6699,1231,0
2021-11-20,Impfzentrum,80+,7723,7252,1935,0
2021-11-21,Impfzentrum,0-19,4828,4021,77,0
2021-11-21,Impfzentrum,20-29,6069,5804,506,0
2021-11-21,Impfzentrum,30-39,7201,6700,852,0
2021-11-21,Impfzentrum,40-49,7583,7105,1245,0
2021-11-21,Impfzentrum,50-59,9449,8928,1872,0
2021-11-21,Impfzentrum,60-69,5778,5288,1292,0
2021-11-21,Impfzentrum,70-79,7403,6700,1306,0
2021-11-21,Impfzentrum,80+,7723,7252,1959,0
2021-11-22,Impfzentrum,0-19,4846,4028,85,0
2021-11-22,Impfzentrum,20-29,6079,5815,539,0
2021-11-22,Impfzentrum,30-39,7219,6704,934,0
2021-11-22,Impfzentrum,40-49,7593,7113,1363,0
2021-11-22,Impfzentrum,50-59,9461,8937,2018,0
2021-11-22,Impfzentrum,60-69,5784,5288,1405,0
2021-11-22,Impfzentrum,70-79,7403,6700,1413,0
2021-11-22,Impfzentrum,80+,7723,7253,2009,0
2021-11-23,Impfzentrum,0-19,4878,4036,94,0
2021-11-23,Impfzentrum,20-29,6102,5825,578,0
2021-11-23,Impfzentrum,30-39,7235,6711,1013,0
2021-11-23,Impfzentrum,40-49,7609,7122,1486,0
2021-11-23,Impfzentrum,50-59,9472,8950,2166,0
2021-11-23,Impfzentrum,60-69,5789,5289,1524,0
2021-11-23,Impfzentrum,70-79,7404,6701,1526,0
2021-11-23,Impfzentrum,80+,7723,7253,2059,0
2021-11-24,Impfzentrum,0-19,4900,4046,112,0
2021-11-24,Impfzentrum,20-29,6144,5846,667,0
2021-11-24,Impfzentrum,30-39,7279,6732,1141,0
2021-11-24,Impfzentrum,40-49,7640,7134,1670,0
2021-11-24,Impfzentrum,50-59,9497,8966,2395,0
2021-11-24,Impfzentrum,60-69,5802,5290,1674,0
2021-11-24,Impfzentrum,70-79,7404,6705,1667,0
2021-11-24,Impfzentrum,80+,7725,7255,2128,0
2021-11-25,Impfzentrum,0-19,4942,4070,123,0
2021-11-25,Impfzentrum,20-29,6165,5853,711,0
2021-11-25,Impfzentrum,30-39,7313,6752,1251,0
2021-11-25,Impfzentrum,40-49,7659,7149,1813,0
2021-11-25,Impfzentrum,50-59,9508,8978,2594,0
2021-11-25,Impfzentrum,60-69,5810,5297,1789,0
2021-11-25,Impfzentrum,70-79,7407,6707,1778,0
2021-11-25,Impfzentrum,80+,7731,7260,2189,0
2021-11-26,Impfzentrum,0-19,4997,4126,140,0
2021-11-26,Impfzentrum,20-29,6188,5871,795,0
2021-11-26,Impfzentrum,30-39,7345,6776,1394,0
2021-11-26,Impfzentrum,40-49,7671,7154,1983,0
2021-11-26,Impfzentrum,50-59,9519,8984,2798,0
2021-11-26,Impfzentrum,60-69,5811,5302,1881,0
2021-11-26,Impfzentrum,70-79,7407,6710,1839,0
2021-11-26,Impfzentrum,80+,7732,7260,2221,0
2021-11-27,Impfzentrum,0-19,5026,4144,163,0
2021-11-27,Impfzentrum,20-29,6206,5885,853,0
2021-11-27,Impfzentrum,30-39,7374,6795,1495,0
2021-11-27,Impfzentrum,40-49,7683,7168,2098,0
2021-11-27,Impfzentrum,50-59,9533,8990,2947,0
2021-11-27,Impfzentrum,60-69,5813,5306,1995,0
2021-11-27,Impfzentrum,70-79,7407,6711,1905,0
2021-11-27,Impfzentrum,80+,7732,7260,2248,0
2021-11-28,Impfzentrum,0-19,5043,4151,172,0
2021-11-28,Impfzentrum,20-29,6217,5897,932,0
2021-11-28,Impfzentrum,30-39,7394,6807,1619,0
2021-11-28,Impfzentrum,40-49,7697,7179,2251,0
2021-11-28,Impfzentrum,50-59,9543,8991,3115,0
2021-11-28,Impfzentrum,60-69,5818,5307,2084,0
2021-11-28,Impfzentrum,70-79,7408,6711,1972,0
2021-11-28,Impfzentrum,80+,7733,7260,2270,0
2021-11-29,Impfzentrum,0-19,5048,4162,176,0
2021-11-29,Impfzentrum,20-29,6230,5907,993,0
2021-11-29,Impfzentrum,30-39,7411,6815,1708,0
2021-11-29,Impfzentrum,40-49,7705,7184,2365,0
2021-11-29,Impfzentrum,50-59,9550,8994,3239,0
2021-11-29,Impfzentrum,60-69,5820,5308,2182,0
2021-11-29,Impfzentrum,70-79,7411,6711,2063,0
2021-11-29,Impfzentrum,80+,7733,7260,2298,0
2021-11-30,Impfzentrum,0-19,5058,4180,183,0
2021-11-30,Impfzentrum,20-29,6241,5922,1062,0
2021-11-30,Impfzentrum,30-39,7429,6831,1829,0
2021-11-30,Impfzentrum,40-49,7715,7194,2505,0
2021-11-30,Impfzentrum,50-59,9557,9002,3423,0
2021-11-30,Impfzentrum,60-69,5823,5311,2293,0
2021-11-30,Impfzentrum,70-79,7415,6712,2179,0
2021-11-30,Impfzentrum,80+,7733,7260,2335,0
2021-12-01,Impfzentrum,0-19,5075,4186,195,0
2021-12-01,Impfzentrum,20-29,6250,5936,1128,0
2021-12-01,Impfzentrum,30-39,7442,6840,1928,0
2021-12-01,Impfzentrum,40-49,7731,7202,2636,0
2021-12-01,Impfzentrum,50-59,9568,9009,3602,0
2021-12-01,Impfzentrum,60-69,5826,5314,2395,0
2021-12-01,Impfzentrum,70-79,7418,6716,2256,0
2021-12-01,Impfzentrum,80+,7734,7261,2379,0
2021-12-02,Impfzentrum,0-19,5088,4203,209,0
2021-12-02,Impfzentrum,20-29,6260,5958,1230,0
2021-12-02,Impfzentrum,30-39,7462,6860,2063,0
2021-12-02,Impfzentrum,40-49,7742,7214,2787,0
2021-12-02,Impfzentrum,50-59,9578,9018,3827,0
2021-12-02,Impfzentrum,60-69,5829,5316,2510,0
2021-12-02,Impfzentrum,70-79,7420,6716,2355,0
2021-12-02,Impfzentrum,80+,7734,7262,2418,0
2021-12-04,Impfzentrum,0-19,5133,4265,237,0
2021-12-04,Impfzentrum,20-29,6292,6005,1398,0
2021-12-04,Impfzentrum,30-39,7497,6902,2301,0
2021-12-04,Impfzentrum,40-49,7763,7235,3066,0
2021-12-04,Impfzentrum,50-59,9597,9038,4148,0
2021-12-04,Impfzentrum,60-69,5836,5324,2709,0
2021-12-04,Impfzentrum,70-79,7426,6717,2486,0
2021-12-04,Impfzentrum,80+,7734,7262,2474,0
2021-12-05,Impfzentrum,0-19,5156,4288,250,0
2021-12-05,Impfzentrum,20-29,6319,6030,1507,0
2021-12-05,Impfzentrum,30-39,7520,6924,2446,0
2021-12-05,Impfzentrum,40-49,7784,7240,3217,0
2021-12-05,Impfzentrum,50-59,9609,9045,4344,0
2021-12-05,Impfzentrum,60-69,5841,5329,2812,0
2021-12-05,Impfzentrum,70-79,7426,6717,2568,0
2021-12-05,Impfzentrum,80+,7734,7262,2498,0
2021-12-06,Impfzentrum,0-19,5187,4310,276,0
2021-12-06,Impfzentrum,20-29,6345,6061,1643,0
2021-12-06,Impfzentrum,30-39,7554,6956,2602,0
2021-12-06,Impfzentrum,40-49,7796,7260,3377,0
2021-12-06,Impfzentrum,50-59,9628,9057,4536,0
2021-12-06,Impfzentrum,60-69,5848,5336,2936,0
2021-12-06,Impfzentrum,70-79,7430,6719,2657,0
2021-12-06,Impfzentrum,80+,7735,7262,2529,0
2021-12-07,Impfzentrum,0-19,5221,4350,291,0
2021-12-07,Impfzentrum,20-29,6387,6092,1775,0
2021-12-07,Impfzentrum,30-39,7581,6987,2766,0
2021-12-07,Impfzentrum,40-49,7809,7288,3553,0
2021-12-07,Impfzentrum,50-59,9640,9070,4797,0
2021-12-07,Impfzentrum,60-69,5853,5347,3060,0
2021-12-07,Impfzentrum,70-79,7434,6723,2764,0
2021-12-07,Impfzentrum,80+,7737,7263,2568,0
2021-12-08,Impfzentrum,0-19,5247,4392,309,0
2021-12-08,Impfzentrum,20-29,6413,6123,1878,0
2021-12-08,Impfzentrum,30-39,7606,7013,2952,0
2021-12-08,Impfzentrum,40-49,7818,7310,3730,0
2021-12-08,Impfzentrum,50-59,9646,9081,5002,0
2021-12-08,Impfzentrum,60-69,5859,5353,3210,0
2021-12-08,Impfzentrum,70-79,7436,6724,2860,0
2021-12-08,Impfzentrum,80+,7737,7264,2584,0
2021-12-09,Impfzentrum,0-19,5285,4438,330,0
2021-12-09,Impfzentrum,20-29,6428,6166,2020,0
2021-12-09,Impfzentrum,30-39,7633,7056,3174,0
2021-12-09,Impfzentrum,40-49,7829,7329,3914,0
2021-12-09,Impfzentrum,50-59,9651,9099,5223,0
2021-12-09,Impfzentrum,60-69,5864,5361,3382,0
2021-12-09,Impfzentrum,70-79,7438,6726,2990,0
2021-12-09,Impfzentrum,80+,7738,7264,2609,0
2021-12-10,Impfzentrum,0-19,5310,4547,363,0
2021-12-10,Impfzentrum,20-29,6443,6196,2153,0
2021-12-10,Impfzentrum,30-39,7642,7094,3306,0
2021-12-10,Impfzentrum,40-49,7843,7364,4118,0
2021-12-10,Impfzentrum,50-59,9658,9120,5438,0
2021-12-10,Impfzentrum,60-69,5868,5366,3515,0
2021-12-10,Impfzentrum,70-79,7438,6728,3080,0
2021-12-10,Impfzentrum,80+,7738,7266,2628,0
2021-12-11,Impfzentrum,0-19,5341,4600,387,0
2021-12-11,Impfzentrum,20-29,6454,6235,2256,0
2021-12-11,Impfzentrum,30-39,7667,7143,3415,0
2021-12-11,Impfzentrum,40-49,7855,7394,4259,0
2021-12-11,Impfzentrum,50-59,9667,9145,5597,0
2021-12-11,Impfzentrum,60-69,5871,5371,3613,0
2021-12-11,Impfzentrum,70-79,7440,6733,3163,0
2021-12-11,Impfzentrum,80+,7739,7266,2643,0
2021-12-12,Impfzentrum,0-19,5355,4627,409,0
2021-12-12,Impfzentrum,20-29,6469,6253,2362,0
2021-12-12,Impfzentrum,30-39,7678,7167,3514,0
2021-12-12,Impfzentrum,40-49,7864,7408,4385,0
2021-12-12,Impfzentrum,50-59,9686,9159,5730,0
2021-12-12,Impfzentrum,60-69,5875,5378,3749,0
2021-12-12,Impfzentrum,70-79,7440,6734,3252,0
2021-12-12,Impfzentrum,80+,7740,7267,2655,0
2021-12-13,Impfzentrum,0-19,5373,4660,430,0
2021-12-13,Impfzentrum,20-29,6479,6266,2486,0
2021-12-13,Impfzentrum,30-39,7694,7195,3663,0
2021-12-13,Impfzentrum,40-49,7872,7417,4547,0
2021-12-13,Impfzentrum,50-59,9693,9173,5926,0
2021-12-13,Impfzentrum,60-69,5876,5386,3914,0
2021-12-13,Impfzentrum,70-79,7441,6736,3384,0
2021-12-13,Impfzentrum,80+,7741,7269,2678,0
2021-12-14,Impfzentrum,0-19,5394,4677,448,0
2021-12-14,Impfzentrum,20-29,6493,6292,2582,0
2021-12-14,Impfzentrum,30-39,7711,7220,3791,0
2021-12-14,Impfzentrum,40-49,7874,7434,4690,0
2021-12-14,Impfzentrum,50-59,9702,9189,6111,0
2021-12-14,Impfzentrum,60-69,5878,5395,4061,0
2021-12-14,Impfzentrum,70-79,7442,6739,3472,0
2021-12-14,Impfzentrum,80+,7741,7270,2701,0
2021-12-15,Impfzentrum,0-19,5546,4712,463,0
2021-12-15,Impfzentrum,20-29,6503,6330,2721,0
2021-12-15,Impfzentrum,30-39,7727,7251,3943,0
2021-12-15,Impfzentrum,40-49,7884,7448,4881,0
2021-12-15,Impfzentrum,50-59,9709,9203,6361,0
2021-12-15,Impfzentrum,60-69,5880,5399,4224,0
2021-12-15,Impfzentrum,70-79,7442,6740,3582,0
2021-12-15,Impfzentrum,80+,7741,7273,2724,0
2021-12-16,Impfzentrum,0-19,5719,4736,483,0
2021-12-16,Impfzentrum,20-29,6512,6352,2833,0
2021-12-16,Impfzentrum,30-39,7734,7275,4058,0
2021-12-16,Impfzentrum,40-49,7887,7463,5043,0
2021-12-16,Impfzentrum,50-59,9718,9210,6527,0
2021-12-16,Impfzentrum,60-69,5882,5404,4351,0
2021-12-16,Impfzentrum,70-79,7442,6741,3645,0
2021-12-16,Impfzentrum,80+,7741,7274,2740,0
2021-12-17,Impfzentrum,0-19,5938,4818,522,0
2021-12-17,Impfzentrum,20-29,6529,6400,3011,0
2021-12-17,Impfzentrum,30-39,7751,7334,4263,0
2021-12-17,Impfzentrum,40-49,7900,7499,5257,0
2021-12-17,Impfzentrum,50-59,9737,9238,6772,0
2021-12-17,Impfzentrum,60-69,5882,5414,4472,0
2021-12-17,Impfzentrum,70-79,7443,6741,3700,0
2021-12-17,Impfzentrum,80+,7741,7274,2756,0
2021-12-18,Impfzentrum,0-19,6146,4856,547,0
2021-12-18,Impfzentrum,20-29,6551,6428,3096,0
2021-12-18,Impfzentrum,30-39,7771,7360,4366,0
2021-12-18,Impfzentrum,40-49,7919,7516,5377,0
2021-12-18,Impfzentrum,50-59,9745,9250,6912,0
2021-12-18,Impfzentrum,60-69,5884,5417,4566,0
2021-12-18,Impfzentrum,70-79,7445,6742,3736,0
2021-12-18,Impfzentrum,80+,7742,7274,2767,0
2021-12-19,Impfzentrum,0-19,6227,4881,571,0
2021-12-19,Impfzentrum,20-29,6564,6456,3247,0
2021-12-19,Impfzentrum,30-39,7778,7378,4503,0
2021-12-19,Impfzentrum,40-49,7928,7529,5525,0
2021-12-19,Impfzentrum,50-59,9747,9262,7072,0
2021-12-19,Impfzentrum,60-69,5885,5421,4667,0
2021-12-19,Impfzentrum,70-79,7447,6743,3786,0
2021-12-19,Impfzentrum,80+,7743,7274,2780,0
2021-12-20,Impfzentrum,0-19,6341,4920,612,0
2021-12-20,Impfzentrum,20-29,6574,6477,3391,0
2021-12-20,Impfzentrum,30-39,7784,7400,4666,0
2021-12-20,Impfzentrum,40-49,7930,7540,5708,0
2021-12-20,Impfzentrum,50-59,9756,9277,7248,0
2021-12-20,Impfzentrum,60-69,5885,5428,4774,0
2021-12-20,Impfzentrum,70-79,7447,6743,3838,0
2021-12-20,Impfzentrum,80+,7743,7275,2798,0
2021-12-21,Impfzentrum,0-19,6449,4949,662,0
2021-12-21,Impfzentrum,20-29,6586,6509,3602,0
2021-12-21,Impfzentrum,30-39,7790,7435,4822,0
2021-12-21,Impfzentrum,40-49,7937,7558,5898,0
2021-12-21,Impfzentrum,50-59,9758,9289,7459,0
2021-12-21,Impfzentrum,60-69,5888,5437,4897,0
2021-12-21,Impfzentrum,70-79,7447,6747,3900,0
2021-12-21,Impfzentrum,80+,7744,7275,2812,0
2021-12-22,Impfzentrum,0-19,6568,4987,709,0
2021-12-22,Impfzentrum,20-29,6594,6537,3811,0
2021-12-22,Impfzentrum,30-39,7799,7461,4981,0
2021-12-22,Impfzentrum,40-49,7945,7575,6081,0
2021-12-22,Impfzentrum,50-59,9765,9301,7710,0
2021-12-22,Impfzentrum,60-69,5890,5443,5036,0
2021-12-22,Impfzentrum,70-79,7449,6748,3940,0
2021-12-22,Impfzentrum,80+,7744,7276,2826,0
2021-12-23,Impfzentrum,0-19,6627,5020,769,0
2021-12-23,Impfzentrum,20-29,6605,6558,4007,0
2021-12-23,Impfzentrum,30-39,7809,7480,5117,0
2021-12-23,Impfzentrum,40-49,7947,7595,6257,0
2021-12-23,Impfzentrum,50-59,9768,9309,7932,0
2021-12-23,Impfzentrum,60-69,5890,5450,5125,0
2021-12-23,Impfzentrum,70-79,7449,6750,3985,0
2021-12-23,Impfzentrum,80+,7744,7277,2837,0
2021-12-26,Impfzentrum,0-19,6646,5028,789,0
2021-12-26,Impfzentrum,20-29,6608,6569,4107,0
2021-12-26,Impfzentrum,30-39,7810,7492,5174,0
2021-12-26,Impfzentrum,40-49,7947,7600,6331,0
2021-12-26,Impfzentrum,50-59,9770,9310,8017,0
2021-12-26,Impfzentrum,60-69,5891,5451,5177,0
2021-12-26,Impfzentrum,70-79,7449,6750,4005,0
2021-12-26,Impfzentrum,80+,7744,7277,2838,0
2021-12-27,Impfzentrum,0-19,6792,5062,843,0
2021-12-27,Impfzentrum,20-29,6612,6598,4271,0
2021-12-27,Impfzentrum,30-39,7815,7515,5296,0
2021-12-27,Impfzentrum,40-49,7952,7620,6486,0
2021-12-27,Impfzentrum,50-59,9773,9323,8201,0
2021-12-27,Impfzentrum,60-69,5891,5455,5264,0
2021-12-27,Impfzentrum,70-79,7450,6755,4036,0
2021-12-27,Impfzentrum,80+,7746,7278,2841,0
2021-12-28,Impfzentrum,0-19,6912,5124,908,0
2021-12-28,Impfzentrum,20-29,6616,6644,4446,0
2021-12-28,Impfzentrum,30-39,7818,7561,5456,0
2021-12-28,Impfzentrum,40-49,7959,7643,6654,0
2021-12-28,Impfzentrum,50-59,9774,9342,8409,0
2021-12-28,Impfzentrum,60-69,5894,5467,5356,0
2021-12-28,Impfzentrum,70-79,7450,6761,4083,0
2021-12-28,Impfzentrum,80+,7746,7278,2845,0
2021-12-29,Impfzentrum,0-19,6992,5164,946,0
2021-12-29,Impfzentrum,20-29,6626,6666,4559,0
2021-12-29,Impfzentrum,30-39,7828,7587,5573,0
2021-12-29,Impfzentrum,40-49,7962,7657,6788,0
2021-12-29,Impfzentrum,50-59,9778,9358,8547,0
2021-12-29,Impfzentrum,60-69,5895,5475,5437,0
2021-12-29,Impfzentrum,70-79,7451,6765,4097,0
2021-12-29,Impfzentrum,80+,7747,7278,2849,0
2021-12-30,Impfzentrum,0-19,7082,5212,1054,0
2021-12-30,Impfzentrum,20-29,6638,6690,4724,0
2021-12-30,Impfzentrum,30-39,7834,7606,5771,0
2021-12-30,Impfzentrum,40-49,7968,7668,7015,0
2021-12-30,Impfzentrum,50-59,9783,9368,8822,0
2021-12-30,Impfzentrum,60-69,5897,5478,5589,0
2021-12-30,Impfzentrum,70-79,7452,6767,4135,0
2021-12-30,Impfzentrum,80+,7748,7282,2858,0
2022-01-02,Impfzentrum,0-19,7103,5250,1153,0
2022-01-02,Impfzentrum,20-29,6642,6715,4835,0
2022-01-02,Impfzentrum,30-39,7839,7633,5887,0
2022-01-02,Impfzentrum,40-49,7969,7676,7144,0
2022-01-02,Impfzentrum,50-59,9784,9376,8967,0
2022-01-02,Impfzentrum,60-69,5897,5483,5663,0
2022-01-02,Impfzentrum,70-79,7453,6769,4152,0
2022-01-02,Impfzentrum,80+,7748,7283,2865,0
2022-01-03,Impfzentrum,0-19,7135,5295,1226,0
2022-01-03,Impfzentrum,20-29,6645,6744,4958,0
2022-01-03,Impfzentrum,30-39,7843,7662,6018,0
2022-01-03,Impfzentrum,40-49,7969,7694,7293,0
2022-01-03,Impfzentrum,50-59,9787,9395,9109,0
2022-01-03,Impfzentrum,60-69,5899,5489,5721,0
2022-01-03,Impfzentrum,70-79,7453,6775,4179,0
2022-01-03,Impfzentrum,80+,7748,7283,2869,0
2022-01-04,Impfzentrum,0-19,7235,5369,1362,0
2022-01-04,Impfzentrum,20-29,6652,6778,5141,0
2022-01-04,Impfzentrum,30-39,7850,7692,6154,0
2022-01-04,Impfzentrum,40-49,7973,7710,7481,0
2022-01-04,Impfzentrum,50-59,9789,9408,9302,0
2022-01-04,Impfzentrum,60-69,5900,5496,5817,0
2022-01-04,Impfzentrum,70-79,7453,6780,4203,0
2022-01-04,Impfzentrum,80+,7749,7283,2887,0
2022-01-05,Impfzentrum,0-19,7323,5470,1564,0
2022-01-05,Impfzentrum,20-29,6662,6811,5354,0
2022-01-05,Impfzentrum,30-39,7870,7728,6358,0
2022-01-05,Impfzentrum,40-49,7979,7729,7674,0
2022-01-05,Impfzentrum,50-59,9796,9427,9491,0
2022-01-05,Impfzentrum,60-69,5904,5504,5888,0
2022-01-05,Impfzentrum,70-79,7454,6783,4217,0
2022-01-05,Impfzentrum,80+,7749,7283,2894,0
2022-01-06,Impfzentrum,0-19,7348,5512,1622,0
2022-01-06,Impfzentrum,20-29,6665,6823,5414,0
2022-01-06,Impfzentrum,30-39,7873,7749,6424,0
2022-01-06,Impfzentrum,40-49,7982,7737,7747,0
2022-01-06,Impfzentrum,50-59,9797,9435,9556,0
2022-01-06,Impfzentrum,60-69,5904,5510,5917,0
2022-01-06,Impfzentrum,70-79,7454,6787,4223,0
2022-01-06,Impfzentrum,80+,7749,7284,2894,0
2022-01-07,Impfzentrum,0-19,7408,5674,1745,0
2022-01-07,Impfzentrum,20-29,6672,6840,5551,0
